CARD.,DECK,BALLOT.,FORM,V.I.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.5..2,Q.5..3,Q.5..4,Q.5..5,Q.5..6,Q.5..7,Q.5..8,Q.5..9,Q.5..10,Q.5..11,Q.5..12,Q.6.,Q.7.,Q.7a.,Q.7a..1,Q.7a..2,Q.7a..3,Q.7a..4,Q.7a..5,Q.7a..6,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.12a.,Q.12a..1,Q.12a..2,Q.12a..3,Q.12a..4,Q.12a..5,Q.12a..6,Q.12a..7,Q.12a..8,Q.12a..9,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.18a.,Q.18a..1,Q.18a..2,Q.18a..3,Q.18a..4,Q.18a..5,Q.18a..6,Q.18a..7,Q.18a..8,Q.18a..9,Q.18a..10,Q.18a..11,Q.18a..12,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,CARD..1,DECK.1,BALLOT,FORM.,V.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.42a.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.50.,Q.50a.,Q.51.,Q.51a.,Q.52.,Q.53.,Q.54.,Q.54a.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.74a.,Q.75.,Q.76.,Q.76a.,Q.77.,Q.77a.,CARD..2,DECK.,BALLOT.1,FORM.1,V..1,V..2,V..3,V..4,V..5,V..6,V..7,V..8,V..9,V..10,V..11,V..12
1,32,784,1,1,3,9,2,7,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,1,3,2,2,22,1,2,2,1,2,2,2,2,2,2,2,56,4,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,5,3,2,32,784,1,1,2,4,3,1,3,11,1,1,1,3,12,3,2,1,1,1,2,2,1,1,5,4,3,2,1,1,3,37,1,2,4,4,1,4,1,1,2,2,2,2,3,2,3,1,2,2,3,1,4,2,2,4,1,2,21,1,3,31,2,23,3,32,784,1,1,2,0,4,1,1,2,5,1,12,84,2
1,32,785,1,1,4,7,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,1,2,2,2,74,2,2,2,2,2,2,2,1,2,2,2,74,5,1,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,3,2,32,785,1,1,2,1,1,1,1,7,1,3,3,3,12,2,3,2,2,3,3,3,1,1,1,3,1,2,1,2,3,0,4,31,1,3,4,31,1,4,3,2,1,2,3,1,3,3,3,3,2,3,1,2,2,4,2,3,34,2,3,34,3,36,3,32,785,1,1,5,4,5,2,1,4,7,4,6,83,2
1,32,786,1,1,0,11,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,1,0,2,2,2,2,2,2,2,2,2,2,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,3,2,2,32,786,1,1,2,2,2,2,2,12,1,2,1,2,12,1,0,1,2,3,2,2,2,10,6,2,2,2,1,0,2,27,2,16,2,2,2,25,3,2,5,2,2,4,3,0,0,5,5,0,0,4,5,5,5,5,0,0,0,5,4,0,5,52,3,32,786,1,1,2,0,8,1,1,4,7,3,12,3,2
1,32,787,1,1,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,2,2,2,2,2,2,1,0,4,0,0,1,2,2,2,2,2,2,2,2,2,1,64,1,0,0,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,8,1,4,2,32,787,1,1,4,3,0,2,0,12,1,0,4,2,12,6,0,1,3,1,5,1,4,0,6,0,1,1,1,0,0,55,1,9,1,1,3,16,3,3,1,1,5,1,0,3,0,1,1,0,3,4,5,1,1,1,1,1,14,1,4,0,5,52,3,32,787,1,1,0,1,4,1,3,8,7,4,12,0,2
1,32,788,1,1,7,6,1,6,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,2,2,2,2,2,2,1,3,2,3,74,2,2,2,2,2,2,2,2,2,2,1,74,5,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,2,2,32,788,1,1,3,4,2,2,2,12,3,3,2,3,12,3,3,2,3,4,3,1,1,5,2,3,3,2,2,1,3,39,2,11,4,3,3,14,4,3,3,2,1,3,3,3,3,1,2,2,3,1,3,2,2,3,1,2,11,1,2,24,1,14,3,32,788,1,1,1,2,5,1,0,2,2,12,12,48,2
1,32,789,1,1,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,1,1,2,86,3,2,2,2,2,2,2,2,2,2,1,74,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,32,789,1,1,2,1,2,3,1,11,3,3,3,3,12,6,3,2,3,2,4,3,3,13,5,4,3,3,3,2,2,27,4,31,4,4,4,31,4,4,1,3,2,1,4,1,3,3,3,4,5,2,2,2,2,4,1,2,24,1,1,14,1,14,3,32,789,1,1,3,3,5,2,3,4,2,12,12,0,2
1,32,790,1,1,6,6,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,5,5,1,0,1,2,2,2,2,2,2,1,2,2,2,0,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,2,2,32,790,1,1,2,1,1,1,1,7,3,1,1,3,12,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,27,1,3,1,1,1,5,1,1,1,1,1,1,2,1,3,3,2,2,1,1,1,1,1,1,2,2,21,2,1,14,1,14,3,32,790,1,1,5,5,1,3,3,8,2,9,12,88,2
1,32,791,1,1,3,6,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,5,5,2,2,2,2,2,2,1,3,3,1,0,2,2,2,2,2,2,2,2,2,2,1,0,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,8,2,3,2,32,791,1,1,2,3,1,2,2,12,3,2,1,2,12,1,0,1,2,3,3,1,1,5,1,1,1,1,1,2,1,18,3,25,3,2,3,16,3,3,1,1,2,3,1,3,1,1,2,2,3,1,2,3,1,3,0,1,14,1,1,14,2,24,3,32,791,1,1,3,1,6,0,3,1,2,11,12,86,2
1,32,792,1,1,6,6,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,2,2,2,2,2,3,2,1,0,2,1,2,2,2,2,2,2,2,2,2,74,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,2,32,792,1,1,2,1,2,2,2,11,3,2,2,1,8,1,3,2,2,3,1,2,1,1,2,3,1,1,2,2,1,18,2,16,3,2,2,25,2,2,2,1,2,2,2,3,3,2,2,2,2,2,3,3,2,4,2,1,13,1,1,11,4,44,3,32,792,1,1,3,3,5,0,2,8,2,12,12,88,2
1,32,793,1,1,3,6,1,12,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,0,2,1,2,2,2,2,2,2,2,2,2,74,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,4,2,2,32,793,1,1,2,2,2,2,2,11,3,2,1,2,12,2,1,1,1,1,2,1,2,7,2,3,2,2,2,1,1,18,2,16,1,3,3,14,1,3,1,1,2,2,2,2,1,1,2,2,2,1,2,3,2,1,1,1,11,1,1,14,3,33,3,32,793,1,1,2,1,5,0,3,1,2,11,12,85,2
1,32,794,1,1,4,5,1,12,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,3,1,1,0,2,2,1,2,2,2,2,2,2,2,2,74,1,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,2,2,32,794,1,1,2,2,2,2,2,4,3,2,1,2,12,1,3,2,3,3,3,2,1,1,2,3,3,1,3,2,3,36,2,11,1,3,3,11,1,3,2,1,2,2,2,3,3,1,2,2,2,1,3,3,2,3,1,2,21,1,1,11,1,13,3,32,794,1,1,2,1,5,0,2,2,2,11,12,45,2
1,32,795,1,1,4,5,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,1,2,2,2,2,2,2,2,2,1,2,74,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,2,32,795,1,1,2,1,2,1,2,1,3,3,2,3,8,1,3,3,2,3,4,1,1,1,2,3,3,3,1,2,4,45,4,31,3,4,4,31,4,3,2,2,2,3,2,1,1,1,2,2,2,1,2,3,2,4,2,3,34,1,1,11,1,11,3,32,795,1,1,4,3,5,1,2,1,2,12,12,88,2
1,32,796,1,1,7,5,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,3,3,3,0,4,2,2,2,2,2,2,2,2,1,2,74,3,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,32,796,1,1,2,1,3,2,2,1,3,2,2,3,12,6,2,1,1,1,4,3,1,1,3,3,1,2,1,2,3,35,2,14,1,3,3,14,3,3,1,2,2,2,3,2,1,1,2,2,2,1,2,2,2,3,1,2,21,2,1,11,1,11,3,32,796,1,1,2,3,5,1,1,1,2,12,12,88,2
1,32,797,1,1,3,5,1,10,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,2,2,2,2,2,1,3,3,2,0,1,2,2,2,2,2,2,1,2,2,2,0,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,2,2,32,797,1,1,2,2,3,1,1,2,3,2,2,2,12,4,2,1,1,1,1,1,1,5,2,3,1,1,1,2,3,39,1,9,3,3,1,9,3,3,2,2,2,1,2,2,1,1,3,3,1,2,3,2,2,3,1,1,14,1,1,13,2,21,3,32,797,1,1,4,0,3,2,1,6,2,12,12,45,2
1,32,798,1,1,3,5,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,4,2,0,1,2,2,2,2,2,2,2,2,2,1,0,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,8,2,3,2,32,798,1,1,2,2,2,1,2,12,3,2,2,2,12,2,2,1,4,1,2,2,1,5,2,2,1,1,2,1,3,39,1,9,3,3,2,25,3,1,2,1,2,2,3,1,2,1,2,3,3,2,2,2,3,1,2,2,23,1,1,14,1,14,3,32,798,1,1,2,2,6,2,2,8,2,12,12,45,2
1,32,799,1,1,3,5,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,1,2,0,1,2,2,2,2,2,2,2,2,2,1,0,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,32,799,1,1,2,1,1,3,1,8,3,2,1,1,12,4,1,1,1,1,2,1,1,5,2,1,1,1,1,2,2,27,2,16,3,1,3,16,1,1,1,1,2,3,2,1,3,3,3,3,3,2,3,3,2,3,2,3,34,2,1,14,1,14,3,32,799,1,1,5,3,4,1,2,4,2,11,12,0,2
1,32,800,1,1,4,5,1,8,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,2,2,2,2,2,2,1,4,2,2,54,1,2,2,2,2,2,2,2,2,2,1,54,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,2,32,800,1,1,2,2,2,2,3,4,3,2,2,3,8,2,1,1,1,1,4,1,2,7,5,3,2,2,2,1,1,18,2,14,3,2,3,14,1,3,1,1,3,3,3,2,1,1,4,4,3,1,2,3,4,4,1,1,11,1,3,34,1,11,3,32,800,1,1,1,1,5,0,2,6,2,12,12,48,2
1,32,801,1,1,7,5,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,0,4,2,2,2,2,2,2,2,2,2,1,74,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,32,801,1,1,1,1,2,1,1,11,3,2,2,2,12,1,3,2,2,4,1,1,1,1,1,1,1,1,1,2,2,21,1,6,1,1,1,6,4,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,4,4,1,1,11,1,1,11,1,11,3,32,801,1,1,3,4,1,2,3,5,1,12,12,87,2
1,32,802,1,1,2,8,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,4,1,2,2,1,2,2,2,4,4,2,34,1,2,2,1,2,2,2,2,2,2,2,34,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,4,3,3,2,32,802,1,1,1,3,3,1,3,11,3,0,2,3,12,2,5,2,2,5,3,2,2,7,1,1,2,1,2,1,3,39,3,22,2,1,1,6,2,1,1,2,1,1,3,3,3,3,2,3,3,1,3,3,1,2,1,2,21,1,2,21,2,21,3,32,802,1,1,1,0,4,0,0,8,4,12,10,45,2
1,32,803,1,1,5,5,1,6,2,2,2,2,2,1,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,1,2,1,1,0,2,2,2,2,2,2,2,2,2,2,1,64,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,1,2,2,32,803,1,1,2,2,2,1,1,11,3,2,2,1,12,6,3,2,4,2,2,1,3,13,2,4,1,3,3,1,2,26,2,16,3,3,4,31,3,4,1,3,4,2,4,1,3,1,3,4,1,2,2,3,2,3,1,1,11,1,1,11,1,14,3,32,803,1,1,4,2,5,2,3,8,1,12,12,48,2
1,32,804,1,1,3,5,4,13,2,2,2,2,1,2,2,2,2,2,2,2,2,0,3,2,2,2,2,2,2,1,1,1,2,74,1,2,2,2,2,2,2,2,2,1,2,0,5,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,2,32,804,1,1,2,1,2,1,1,12,3,2,2,3,12,2,2,1,1,1,1,1,4,0,4,1,1,2,1,1,2,27,1,4,1,1,1,3,4,4,1,1,2,1,1,4,1,1,2,2,2,1,1,1,4,2,0,1,11,5,1,11,1,11,3,32,804,1,1,4,3,2,1,3,1,1,12,12,2,2
1,32,805,1,1,5,5,1,10,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,1,2,2,2,3,3,2,0,1,2,2,1,2,2,2,2,2,2,2,63,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,3,2,32,805,1,1,2,2,2,3,1,5,3,3,1,3,12,4,1,1,1,1,3,1,1,1,5,4,3,2,3,3,3,35,4,31,4,4,4,31,4,4,1,2,3,2,2,3,0,5,5,0,0,4,5,5,5,5,0,1,11,1,1,11,1,14,3,32,805,1,1,3,1,5,1,2,4,1,11,12,85,2
1,32,806,1,1,7,5,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,5,5,1,0,2,2,1,2,2,2,2,2,2,2,2,74,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,1,1,2,32,806,1,1,2,1,2,2,1,3,3,2,2,3,12,1,1,1,1,1,4,2,1,1,1,1,1,2,1,3,2,27,1,9,4,4,1,3,1,1,3,1,1,1,1,1,2,1,3,3,1,1,1,1,1,3,1,1,14,1,1,14,3,36,3,32,806,1,1,4,4,4,3,3,8,3,12,12,87,2
1,32,807,1,1,3,5,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,1,2,2,2,3,2,2,54,1,2,2,2,2,2,2,1,2,2,2,56,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,2,2,2,32,807,1,1,2,2,1,2,1,3,3,2,3,3,11,2,1,1,1,1,4,1,2,7,1,3,1,2,1,2,2,27,2,16,3,1,1,9,3,3,2,3,4,3,2,2,1,1,2,2,2,1,3,3,3,2,3,2,11,1,2,21,1,11,3,32,807,1,1,4,0,4,0,2,1,2,12,12,48,2
1,32,808,1,1,3,5,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,4,1,2,0,1,2,2,2,2,2,2,2,2,1,2,56,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,8,2,2,2,32,808,1,1,2,3,3,1,1,11,3,2,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,21,1,3,1,1,1,9,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,1,1,14,2,2,24,1,14,3,32,808,1,1,4,2,1,1,3,1,2,12,12,0,2
1,32,809,1,1,4,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,1,2,5,2,22,5,2,2,2,2,2,2,2,2,2,1,0,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,4,2,1,2,32,809,1,1,2,1,2,1,1,11,3,3,2,3,12,5,1,1,1,1,2,1,1,5,1,1,1,3,1,2,1,15,1,9,4,4,4,31,4,4,4,3,4,5,4,5,3,1,2,2,1,2,2,1,2,2,1,1,13,1,1,14,1,14,3,32,809,1,1,5,2,4,2,3,2,1,12,6,82,2
1,32,810,1,1,1,4,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,1,4,4,2,59,2,1,2,2,2,2,2,2,2,2,2,59,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,4,2,3,2,32,810,1,1,2,3,2,1,2,11,3,0,2,3,12,3,3,2,3,3,1,1,2,10,1,3,1,1,1,2,2,27,1,8,3,3,3,11,1,3,1,2,2,1,3,3,3,3,3,3,2,2,2,2,2,3,2,1,14,2,1,14,1,14,3,32,810,1,1,2,1,4,1,1,4,1,12,6,83,2
1,32,811,1,1,1,6,2,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,1,2,2,2,5,5,3,0,1,2,2,2,2,2,2,2,2,2,1,63,3,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,2,2,32,811,1,1,2,1,2,1,1,2,3,3,3,1,6,3,1,1,1,1,3,1,3,13,5,1,3,2,2,2,1,18,1,1,4,4,1,6,4,1,4,2,4,3,2,2,1,1,2,2,2,1,2,3,2,2,1,2,11,1,2,11,1,11,3,32,811,1,1,4,3,4,0,2,1,1,12,12,86,2
1,32,812,1,1,3,6,2,11,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,2,2,1,2,2,2,4,1,2,0,1,2,2,1,2,2,2,2,2,2,2,0,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,4,3,2,32,812,1,1,2,2,3,2,1,11,3,2,1,1,8,1,2,1,1,1,3,1,2,7,5,3,1,2,1,2,2,22,2,12,2,1,1,3,2,1,2,2,2,2,3,2,1,1,2,2,2,2,3,3,1,2,1,1,13,2,2,11,1,11,3,32,812,1,1,3,0,4,0,0,1,1,11,12,87,2
1,32,813,1,1,3,11,1,12,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,1,2,2,2,4,4,2,34,1,2,2,1,2,2,2,2,2,2,2,62,0,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,8,2,3,2,32,813,1,1,1,3,3,3,3,11,3,2,2,3,12,5,2,1,3,1,1,2,2,7,4,3,2,1,2,3,3,36,4,31,4,1,3,15,1,4,1,1,4,5,3,2,1,1,2,2,2,2,2,3,2,4,1,1,11,1,1,11,1,11,3,32,813,1,1,0,2,4,0,2,1,1,12,12,45,2
1,32,814,1,1,4,11,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,1,1,0,2,2,2,1,2,2,2,2,2,2,2,74,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,1,2,32,814,1,1,1,1,1,1,1,1,3,2,1,2,12,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,18,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,14,1,14,3,32,814,1,1,5,5,1,3,3,8,1,11,12,87,2
1,32,815,1,1,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,1,2,2,3,3,2,74,3,2,2,1,2,2,2,2,2,2,2,74,3,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,4,2,3,2,32,815,1,1,2,1,3,2,2,2,3,2,2,1,10,5,3,2,2,4,3,1,3,11,2,3,1,1,1,2,1,18,2,16,4,3,2,25,1,3,1,1,2,3,2,1,1,1,2,2,1,1,3,3,2,3,1,1,11,3,1,14,1,14,3,32,815,1,1,1,2,8,2,2,1,1,12,12,3,2
1,32,816,1,1,3,4,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,2,2,2,2,2,2,1,3,2,1,0,2,2,2,2,1,2,2,2,2,2,2,74,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,1,1,2,32,816,1,1,1,1,2,2,2,2,3,1,2,1,12,2,4,1,4,1,3,1,1,1,2,2,2,1,1,1,3,39,3,22,3,3,2,22,3,2,1,2,1,1,1,1,1,1,2,2,3,2,3,2,1,3,1,1,11,1,1,14,1,14,3,32,816,1,1,2,3,8,2,1,1,1,10,12,80,2
1,32,817,1,1,3,4,1,8,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,2,2,2,2,2,1,1,1,2,22,1,2,2,1,2,2,2,2,2,2,2,58,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,2,32,817,1,1,2,2,1,1,1,6,3,2,2,1,6,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,3,36,1,9,3,1,1,3,3,1,2,1,1,2,2,2,1,1,3,1,1,2,2,2,3,2,1,1,14,1,1,14,3,36,3,32,817,1,1,6,0,1,2,3,6,3,12,12,45,2
1,32,818,1,1,3,7,1,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,1,0,4,2,2,2,2,2,2,2,2,1,2,74,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,4,1,1,2,32,818,1,1,1,1,1,1,1,2,2,1,1,3,12,4,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,26,1,3,3,3,1,12,3,3,2,1,2,1,2,1,3,3,3,3,1,1,1,2,2,1,1,2,21,1,2,21,2,21,3,32,818,1,1,5,4,4,3,3,4,4,5,12,86,2
1,32,819,1,1,6,7,1,7,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,3,0,4,2,2,2,2,2,2,2,2,2,1,0,4,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,4,2,1,2,32,819,1,1,2,1,2,1,1,1,2,2,1,3,12,6,5,2,3,5,1,1,1,2,5,1,1,2,1,3,3,39,1,3,4,1,1,9,4,1,2,1,2,2,4,2,3,3,3,3,2,1,1,2,2,3,1,2,24,1,2,24,2,24,3,32,819,1,1,5,2,1,1,3,4,4,7,12,2,2
1,32,820,1,1,2,8,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,1,2,2,3,4,2,0,1,2,2,2,2,2,2,1,2,2,2,56,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,32,820,1,1,2,2,2,2,2,7,3,1,2,4,12,3,1,1,1,1,2,1,1,5,4,3,1,2,1,2,2,21,2,16,5,3,3,16,3,3,1,2,2,1,1,2,3,3,3,3,2,2,3,2,2,2,3,1,13,1,1,13,3,35,3,32,820,1,1,1,0,5,1,1,4,3,10,12,0,2
1,32,821,1,1,3,8,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,1,5,5,2,86,3,2,2,2,1,2,2,2,2,2,2,72,5,4,3,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,32,821,1,1,2,3,2,1,1,7,3,1,1,3,12,4,3,2,2,3,1,1,1,1,1,3,1,2,1,3,2,27,2,4,2,3,3,16,3,0,1,2,2,2,2,1,3,3,2,2,1,2,3,1,2,2,1,1,11,1,1,13,1,14,3,32,821,1,1,4,2,4,3,1,8,1,9,12,0,2
1,32,822,1,1,4,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,2,1,5,1,1,0,2,2,2,2,1,2,2,2,2,2,2,72,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,2,32,822,1,1,2,1,1,1,1,1,3,2,1,1,8,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,27,1,3,1,1,1,3,1,1,2,1,2,2,2,1,3,3,3,3,1,1,1,1,1,3,1,1,11,3,1,11,1,11,3,32,822,1,1,6,4,1,3,3,4,1,11,12,3,2
1,32,823,1,1,3,9,4,11,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,2,2,2,1,3,3,1,0,1,2,2,2,2,2,2,2,2,2,1,74,4,3,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,32,823,1,1,2,1,2,2,2,1,3,1,2,1,6,4,1,1,1,1,3,1,1,1,2,3,1,4,1,2,3,39,3,22,3,3,3,16,2,1,1,2,3,1,3,2,1,1,2,2,2,1,3,3,1,4,1,1,11,1,1,11,2,21,3,32,823,1,1,2,2,6,0,0,1,2,10,12,87,2
1,32,824,1,1,3,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,4,2,2,2,1,2,2,2,4,1,2,34,1,2,2,1,2,2,2,2,2,2,2,0,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,2,4,2,2,32,824,1,1,2,4,2,1,2,4,3,2,2,3,11,2,3,3,2,2,1,1,1,5,5,4,3,3,3,3,2,22,4,31,4,4,4,31,2,2,4,2,4,5,3,4,1,1,2,2,2,2,3,3,2,4,1,1,14,1,1,14,1,14,3,32,824,1,1,3,0,4,0,0,1,1,12,12,0,2
1,32,825,1,1,7,9,1,11,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,4,2,2,84,1,2,2,2,1,2,2,2,2,2,2,0,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,2,2,2,32,825,1,1,1,2,3,1,2,7,3,3,2,1,9,2,3,2,4,3,3,3,1,5,1,3,2,2,1,2,1,15,2,14,1,3,1,1,3,3,2,2,3,2,3,3,1,1,2,1,3,1,2,3,1,2,1,1,11,1,1,14,1,14,3,32,825,1,1,2,0,4,0,1,7,1,12,12,87,2
1,32,826,1,1,3,8,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,1,3,0,1,2,2,1,2,2,2,2,2,2,2,62,4,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,2,2,2,32,826,1,1,2,1,2,1,2,3,3,1,2,3,8,2,3,3,2,2,1,1,1,1,2,3,3,3,3,2,1,11,2,15,1,4,4,16,4,4,2,2,3,3,3,1,0,5,5,0,0,4,5,5,5,5,0,3,34,1,1,14,3,36,3,32,826,1,1,3,2,4,2,1,4,8,10,12,3,2
