CARD.  1. CARD ONE 
DECK.  193. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. TECHNICIAN 5TH GRADE OR CORPORAL 3. TECHNICIAN 4TH GRADE OR BUCK SERGEANT 4. FIRST THREE GRADES - STAFF SERGEANT, TECHNICIAN 3RD GRADE OR HIGHER 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS 02. 19 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 10. 30-34 11. 35 YEARS AND OVER 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.4. HOW LONG HAVE YOU BEEN OVERSEAS (COUNT FROM THE TIME YOU LEFT THE STATES)*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS, UP TO 12 MONTHS 3. OVER 12 MONTHS, UP TO 18 MONTHS 4. OVER 18 MONTHS, UP TO 2 YEARS 5. OVER 2 YEARS, UP TO 3 YEARS 6. OVER 3 YEARS 0. NO ANSWER "
"Q.5. WHAT BRANCH OF THE ARMY WERE YOU IN WHEN YOU CAME TO THE HOSPITAL*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. SIGNAL CORPS 07. COAST ARTILLERY 08. ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 15. MARINES 16. NAVY, C.B.,S 00. NO ANSWER "
"Q.6. ARE YOU STILL ASSIGNED TO YOUR OLD OUTFIT, OR ARE YOU NOW ASSIGNED TO THE HOSPITAL DETACHMENT OF PATIENTS*  1. STILL ASSIGNED TO OLD OUTFIT 2. ASSIGNED TO HOSPITAL DETACHMENT OF PATIENTS 3. I DON,T KNOW WHERE I AM ASSIGNED 0. NO ANSWER "
"Q.7. DO YOU FEEL PROUD OF THE COMPANY (BATTERY, SQUADRON, TROOP) YOU WERE IN WHEN YOU ENTERED THE HOSPITAL*  1. YES, VERY PROUD 2. YES, FAIRLY PROUD 3. NO, NOT PROUD 4. UNDECIDED 0. NO ANSWER "
Q.8. ARE YOU EVER WORRIED OR UPSET*  1. I AM OFTEN WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM HARDLY EVER WORRIED OR UPSET 0. NO ANSWER 
