CARD.  1. CARD ONE 
DECK.  141. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  01. PRIVATE 02. PRIVATE FIRST CLASS 03. TECHNICIAN 5TH GRADE 04. CORPORAL 05. TECHNICIAN 4TH GRADE 06. BUCK SERGEANT 07. TECHNICIAN 3RD GRADE 08. STAFF SERGEANT 09. TECHNICAL SERGEANT 10. MASTER SERGEANT OR 1ST SERGEANT 00. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 YEARS 03. 20 YEARS 04. 21 YEARS 05. 22 YEARS 06. 23 YEARS 07. 24 YEARS 08. 25 YEARS 09. 26 THRU 29 YEARS 10. 30 THRU 34 YEARS 11. 35 YEARS AND OLDER 00. NO ANSWER 
Q.3. ARE YOU:  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 0. NO ANSWER 
Q.4. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 9. NO ANSWER 
Q.5. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS UP TO 4 YEARS 8. OVER 4 YEARS 9. NO ANSWER 
"Q.6. WHERE WERE YOU LIVING JUST BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM 2. IN THE COUNTRY BUT NOT ON A FARM 3. IN A VILLAGE WITH FEWER THAN 2,500 PEOPLE 4. IN A SMALL CITY WITH BETWEEN 2,500 AND 25,000 PEOPLE 5. IN A CITY WITH BETWEEN 25,000 AND 100,000 PEOPLE 6. IN A LARGE CITY WITH MORE THAN 100,000 PEOPLE 7. NO ANSWER "
Q.7. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  01. NEW ENGLAND 02. MIDDLE ATLANTIC 03. EAST NORTH CENTRAL 04. WEST NORTH CENTRAL 05. SOUTH ATLANTIC 06. EAST SOUTH CENTRAL 07. WEST SOUTH CENTRAL 08. MOUNTAIN 09. PACIFIC 10. FOREIGN - U.S. POSSESSION 11. FOREIGN - NOT U.S. 12. U.S. - STATE NOT SPECIFIED 00. NO ANSWER E. STATE: 
Q.7. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  0 01. U.S. (STATE NOT SPECIFIED 0 02. ALASKA 0 03. PUERTO RICO 0 04. FOREIGN 28 11. MAINE 19 12. NEW HAMPSHIRE 11 13. VERMONT 108 14. MASSACHUSETTS 20 15. RHODE ISLAND 46 16. CONNECTICUT 330 21. NEW YORK 116 22. NEW JERSEY 253 23. PENNSYLVANIA 149 31. OHIO 75 32. INDIANA 124 33. ILLINOIS 86 34. MICHIGAN 58 35. WISCONSIN 32 41. MINNESOTA 44 42. IOWA 56 43. MISSOURI 11 44. NORTH DAKOTA 7 45. SOUTH DAKOTA 15 46. NEBRASKA 29 47. KANSAS 4 51. DELAWARE 28 52. MARYLAND 9 53. DISTRICT OF COLUMBIA 54 54. VIRGINIA 42 55. WEST VIRGINIA 57 56. NORTH CAROLINA 23 57. SOUTH CAROLINA 49 58. GEORGIA 18 59. FLORIDA 31 61. KENTUCKY 52 62. TENNESSEE 29 63. ALABAMA 14 64. MISSISSIPPI 32 71. ARKANSAS 31 72. LOUISIANA 36 73. OKLAHOMA 139 74. TEXAS 11 81. MONTANA 3 82. IDAHO 3 83. WYOMING 13 84. COLORADO 7 85. NEW MEXICO 4 86. ARIZONA 8 87. UTAH 0 88. NEVADA 20 91. WASHINGTON 21 92. OREGON 74 93. CALIFORNIA 12 00. NO ANSWER 
