CARD.  1. CARD ONE 
DECK.  107. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-107E - ENLISTED MEN 2. S-107O - OFFICERS 
Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT (ANY GRADE) OR TECHNICIAN 3RD OR 4TH GRADE 0. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 19 YEARS OR YOUNGER 2. 20 YEARS 3. 21 TO 24 YEARS 4. 25 TO 27 YEARS 5. 28 TO 29 YEARS 6. 30 TO 34 YEARS 7. 35 TO 37 YEARS 8. 38 YEARS OR OLDER 0. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.4. ARE YOU:  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 0. NO ANSWER 
Q.5. DID YOU ASK FOR MILITARY POLICE DUTY*  1. YES 2. NO 0. NO ANSWER 
Q.6. DID YOU HAVE ANY CIVILIAN EXPERIENCE OR TRAINING WHICH FITTED YOU FOR MILITARY POLICE WORK*  1. YES 2. NO 0. NO ANSWER 
"Q.7. IF YOU HAD TO MAKE A CHOICE, WHICH ONE OF THESE BRANCHES OF THE ARMY WOULD YOU LIKE TO BE IN*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED COMMAND 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 00. NO ANSWER "
"Q.8B. IF YOU CHECKED MORE THAN ONE OF THE REASONS IN THE LIST, WHICH ONE IS THE MOST IMPORTANT OF ALL THE REASONS YOU CHECKED* E. I WOULD LIKE TO BE IN THAT BRANCH:  01. BECAUSE IT WOULD GIVE ME A CHANCE TO GET INTO COMBAT 02. BECAUSE IT GETS THE BEST TRAINING 03. BECAUSE I THINK THE WORK IN IT WOULD NOT BE TOO TOUGH 04. BECAUSE IT IS GIVEN A LOT OF CREDIT BY THE GENERAL PUBLIC 05. BECAUSE IT WOULD GIVE ME A BETTER CHANCE TO STAY IN THE USA 06. BECAUSE IT GETS THE BEST OF EVERYTHING 07. BECAUSE IT IS AN IMPORTANT BRANCH IN WINNING THE WAR 08. BECAUSE I WOULD GET A CHANCE TO DO THE KIND OF WORK I CAN DO BEST 09. BECAUSE THE MEN IN IT ARE THE BEST AND TOUGHEST SOLDIERS 10. BECAUSE IT WOULD GIVE ME TRAINING FOR A BETTER JOB AFTER THE WAR 11. BECAUSE IT HAS A LOW CASUALTY RATE 00. NO ANSWER "
"Q.9. IF YOU HAD TO MAKE A CHOICE, WHICH ONE OF THESE BRANCHES WOULD YOU TRY HARDEST TO STAY OUT OF*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED COMMAND 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 00. NO ANSWER "
"Q.10B. IF YOU CHECKED MORE THAN ONE OF THE REASONS IN THE LIST, WHICH ONE IS THE MOST IMPORTANT OF ALL THE REASONS YOU CHECKED* E. I WOULD TRY TO STAY OUT OF THAT BRANCH:  01. BECAUSE IT WOULD NOT GIVE ME A CHANCE TO DO THE KIND OF WORK I CAN DO BEST 02. BECAUSE IT DOES NOT GET THE BEST TRAINING 03. BECAUSE IT SEES TOO MUCH COMBAT 04. BECAUSE IT WOULD NOT GIVE ME TRAINING FOR A BETTER JOB AFTER THE WAR 05. BECAUSE IT IS NOT GIVEN MUCH CREDIT BY THE GENERAL PUBLIC 06. BECAUSE IT IS UNIMPORTANT IN WINNING THE WAR 07. BECAUSE IT WORKS ITS MEN TOO HARD 08. BECAUSE IT DOES NOT OFFER MUCH OF A CHANCE TO GET A RATING 09. BECAUSE I DON,T THINK I AM PHYSICALLY QUALIFIED FOR IT 10. BECAUSE IT DOESN,T OFFER MUCH CHANCE TO GET INTO COMBAT 11. BECAUSE ITS CASUALTY RATE IS TOO HIGH 12. BECAUSE THE MEN IN IT ARE NOT REAL SOLDIERS 13. SOME OTHER REASON 00. NO ANSWER "
"Q.11. IN YOUR OPINION, HOW IMPORTANT IS THE JOB OF THE CORPS OF MILITARY POLICE IN WINNING THE WAR*  1. IT HAS THE MOST IMPORTANT JOB 2. IT HAS ONE OF THE MORE IMPORTANT JOBS 3. IT HAS ONE OF THE LESS IMPORTANT JOBS 4. IT HAS THE LEAST IMPORTANT JOB 5. UNDECIDED 0. NO ANSWER "
