CARD.  1. CARD ONE 
DECK.  134. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT, OR FIRST SERGEANT 0. NO ANSWER "
Q.2. ABOUT HOW LONG HAVE YOU BEEN IN THE ARMY*  1. LESS THAN SIX MONTHS 2. SIX MONTHS TO ONE YEAR 3. ONE YEAR TO 18 MONTHS 4. EIGHTEEN MONTHS TO TWO YEARS 5. OVER TWO YEARS 0. NO ANSWER 
Q.3. ABOUT HOW LONG HAVE YOU BEEN OVERSEAS*  1. THREE MONTHS OR LESS 2. OVER THREE MONTHS BUT NOT OVER SIX MONTHS 3. SIX MONTHS TO ONE YEAR 4. ONE YEAR TO TWO YEARS 5. OVER TWO YEARS 0. NO ANSWER 
"Q.4. ARE YOU:  1. SINGLE 2. MARRIED BEFORE JOINING THE ARMY 3. MARRIED AFTER JOINING THE ARMY 4. WIDOWED, DIVORCED OR SEPARATED 0. NO ANSWER "
"Q.5. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY AFTER THE WAR*  1. YES, I WOULD WANT TO VERY MUCH 2. YES, I MIGHT WANT TO, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD WANT TO 4. NO, I WOULD NOT WANT TO AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.6. AS YOU SEE IT NOW, WHAT WOULD YOU LIKE MOST TO DO AFTER YOU GOT OUT OF THE ARMY*  1. WORK AT A FULL-TIME JOB (EITHER FOR SELF OR OTHERS) 2. GO TO SCHOOL FULL-TIME 3. GO TO SCHOOL PART-TIME, AND WORK PART-TIME 4. STAY IN THE ARMY 5. HAVE NO IDEA 6. OTHER 0. NO ANSWER X. QUESTION 7 NOT CODED. "
"Q.8. DO YOU THINK YOU WOULD WANT TO GO BACK TO THE SAME SORT OF THING YOU WERE DOING BEFORE YOU CAME INTO THE ARMY (THAT IS, JOB, SCHOOL, ETC.)*  1. WOULD LIKE TO DO THE SAME SORT OF THING 2. WOULD LIKE TO DO SOMETHING ELSE 3. NOT SURE 0. NO ANSWER "
Q.9. CHECK THE ANSWER THAT TELLS BEST HOW FAR YOU WENT IN SCHOOL:  1. DID NOT FINISH GRADE SCHOOL 2. FINISHED GRADE SCHOOL 3. HAD SOME HIGH SCHOOL BUT DID NOT GRADUATE 4. GRADUATED FROM HIGH SCHOOL 5. HAD SOME COLLEGE BUT DID NOT GRADUATE 6. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.10. HAVE YOU LEARNED ANY SKILLS OR TRADES IN THE ARMY WHICH YOU THINK YOU WILL BE ABLE TO USE IN THE CIVILIAN WORK YOU WANT TO DO*  1. YES 2. NO 3. NOT SURE 0. NO ANSWER 
Q.11. HOW WELL SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB*  1. VERY WELL SATISFIED 2. FAIRLY SATISFIED 3. VERY MUCH DISSATISFIED 4. SOMEWHAT DISSATISFIED 0. NO ANSWER 
