CARD.  1. CARD ONE 
DECK.  160. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-160A 2. S-160B 
"Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE 2. PRIVATE FIRST CLASS 3. CORPORAL OR TECH 5 4. SERGEANT OR TECH 4 5. STAFF SERGEANT OR TECH 3 6. TECHNICAL SERGEANT, MASTER SERGEANT, OR FIRST SERGEANT 0. NO ANSWER "
Q.2. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL CORPS 06. ARMORED COMMAND 07. SIGNAL CORPS 08. COAST ARTILLERY AND ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. OTHER 00. NO ANSWER 
"Q.3. WHAT IS YOUR MAIN ARMY JOB AT THE PRESENT TIME* (TELL EXACTLY WHAT IT IS, AS ""SQUAD LEADER IN RIFLE COMPANY"", ""DRIVER IN HEAVY TRUCKING COMPANY"", ""TANK COMMANDER (MEDIUM TANKS)"", ""COOK IN REGIMENTAL MESS"", ""CLERK IN DIVISION CP"", OR WHATEVER YOUR JOB IS.)  1. LINE JOB IN INFANTRY CO. 2. NON-LINE JOB IN INFANTRY CO. 3. INFANTRY JOB - NOT IN LINE CO. 4. ARMORED COMMAND LINE JOB 5. TANK DESTROYERS JOB 6. FIELD ARTILLERY JOB 7. SOS JOB 8. UNCLASSIFIED 0. NO ANSWER "
Q.4. HOW LONG HAVE YOU BEEN OVERSEAS*  1. LESS THAN 3 MONTHS 2. 3 MONTHS TO 6 MONTHS 3. 6 MONTHS TO 1 YEAR 4. 1 YEAR TO 2 YEARS 5. OVER 2 YEARS 0. NO ANSWER 
Q.5A. HOW LONG HAVE YOU HAD YOUR FIELD JACKET*  01. ONE MONTH 02. TWO MONTHS 03. THREE MONTHS 04. FOUR MONTHS 05. FIVE MONTHS 06. SIX MONTHS 07. SEVEN TO EIGHT MONTHS 08. NINE TO TEN MONTHS 09. ELEVEN TO TWELVE MONTHS 10. THIRTEEN TO EIGHTEEN MONTHS 11. OVER EIGHTEEN MONTHS 00. NO ANSWER 
Q.5B. WHAT KIND OF CONDITION WOULD YOU SAY IT IS IN NOW*  1. VERY GOOD 2. GOOD 3. FAIR 4. POOR 5. VERY POOR 6. DO NOT HAVE A FIELD JACKET 0. NO ANSWER 
"Q.5C. ABOUT HOW MUCH LONGER DO YOU EXPECT IT WILL WEAR*  01. ONE MONTH 02. TWO MONTHS 03. THREE MONTHS 04. FOUR MONTHS 05. FIVE OR SIX MONTHS 06. SEVEN OR EIGHT MONTHS 07. NINE OR TEN MONTHS 08. 11 MONTHS OR MORE 09. DON,T KNOW 10. INDEFINTE PERIOD INDICATING A ""SHORT TIME"" 11. INDEFINITE PERIOD INDICATING A ""LONG TIME"" 00. NO ANSWER "
"Q.6A. IF YOU HAD YOUR CHOICE, WHICH OF THE FOLLOWING WOULD YOU RATHER HAVE*  1. FIELD JACKET 2. ""NEW"" FIELD JACKET (LONG TYPE) 3. COMBAT JACKET 4. SOME OTHER KIND OF FIELD JACKET OR COAT 0. NO ANSWER X. QUESTION 6B NOT CODED. "
"Q.7. DO YOU THINK THE PRESENT FIELD JACKET IS THE RIGHT COLOR* IF NO, WHAT COLOR WOULD YOU RECOMMEND*  1. YES 2. NO, AND NO COLOR MENTIONED 3. NO, AND SOME COLOR MENTIONED 0. NO ANSWER "
"Q.8. HAVE YOU SEEN A GERMAN GARMENT USED FOR THE SAME PURPOSE AS OUR FIELD JACKET THAT YOU THINK IS BETTER THAN OURS* IF YES, DESCRIBE IT BRIEFLY.  1. NO 2. YES, AND NOTHING DESCRIBED 3. YES, AND SOMETHING DESCRIBED 0. NO ANSWER "
