CARD.  1. CARD ONE 
DECK.  083. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR PRESENT GRADE*  1. SECOND LIEUTENANT 2. FIRST LIEUTENANT 3. CAPTAIN 4. MAJOR 0. NO ANSWER 
Q.2. WHEN WERE YOU ORIGINALLY COMMISSIONED* E. MONTH COMMISSIONED.  01. JANUARY 02. FEBRUARY 03. MARCH 04. APRIL 05. MAY 06. JUNE 07. JULY 08. AUGUST 09. SEPTEMBER 10. OCTOBER 11. NOVEMBER 12. DECEMBER 00. NO ANSWER E. YEAR COMMISSIONED. 
Q.2. WHEN WERE YOU ORIGINALLY COMMISSIONED* E. MONTH COMMISSIONED.  ANP (LAST TWO DIGITS OF YEAR) 10. COMMISSIONED IN 1910 . . . 44. COMMISSIONED IN 1944 00.NO ANSWER 
Q.3. HOW LONG HAVE YOU SERVED AS A COMMISSIONED OFFICER DURING YOUR CURRENT PERIOD OF ACTIVE DUTY*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 1 YEAR 4. OVER 1 YEAR UP TO 2 YEARS 5. OVER 2 YEARS 0. NO ANSWER 
"Q.4A. NUMBER OF MONTHS SERVED AS 2ND LIEUTENANT*  ANP (2 DIGITS, MONTHS AS 2ND LT.) 01. ONE MONTH . . . 96. 96 MONTHS OR MORE 00. HAVE NEVER SERVED IN THIS GRADE 99. NO ANSWER "
"Q.4B. NUMBER OF MONTHS SERVED AS 1ST LIEUTENANT*  ANP (2 DIGITS, MONTHS AS 1ST LT.) 01. ONE MONTH . . . 96. 96 MONTHS OR MORE 00. HAVE NEVER SERVED IN THIS GRADE 99. NO ANSWER "
"Q.4C. NUMBER OF MONTHS SERVED AS CAPTAIN*  ANP (2 DIGITS, MONTHS AS CAPTAIN) 01. ONE MONTH . . . 84. 84 MONTHS OR MORE 00. HAVE NEVER SERVED IN THIS GRADE 99. NO ANSWER "
"Q.4D. NUMBER OF MONTHS SERVED AS MAJOR*  ANP (2 DIGITS, MONTHS AS MAJOR) 01. ONE MONTH . . . 72. 72 MONTHS OR MORE 00. HAVE NEVER SERVED IN THIS GRADE 99. NO ANSWER "
Q.5. WHEN WERE YOU BORN* E. MONTH OF BIRTH.  01. JANUARY 02. FEBRUARY 03. MARCH 04. APRIL 05. MAY 06. JUNE 07. JULY 08. AUGUST 09. SEPTEMBER 10. OCTOBER 11. NOVEMBER 12. DECEMBER 00. NO ANSWER E. YEAR OF BIRTH. 
Q.5. WHEN WERE YOU BORN* E. MONTH OF BIRTH.  ANP (LAST TWO DIGITS OF YEAR) 84. BORN IN 1884 . . . 22. BORN IN 1922 44.NO ANSWER 
Q.6. IN WHICH STATE DID YOU LIVE DURING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE* E. SECTION.  01. NEW ENGLAND 02. MIDDLE ATLANTIC 03. EAST NORTH CENTRAL 04. WEST NORTH CENTRAL 05. SOUTH ATLANTIC 06. EAST SOUTH CENTRAL 07. WEST SOUTH CENTRAL 08. MOUNTAIN 09. PACIFIC 10. FOREIGN - U.S. POSSESSION 11. FOREIGN - NOT U.S. 12. U.S. - STATE NOT SPECIFIED 00. NO ANSWER E. STATE. 
Q.6. IN WHICH STATE DID YOU LIVE DURING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE* E. SECTION.  5 01. U.S. (STATE NOT SPECIFIED) 0 02. ALASKA 0 03. PUERTO RICO 0 04. FOREIGN 2 11. MAINE 3 12. NEW HAMPSHIRE 0 13. VERMONT 20 14. MASSACHUSETTS 3 15. RHODE ISLAND 3 16. CONNECTICUT 88 21. NEW YORK 31 22. NEW JERSEY 43 23. PENNSYLVANIA 44 31. OHIO 7 32. INDIANA 34 33. ILLINOIS 17 34. MICHIGAN 9 35. WISCONSIN 13 41. MINNESOTA 10 42. IOWA 17 43. MISSOURI 1 44. NORTH DAKOTA 1 45. SOUTH DAKOTA 8 46. NEBRASKA 6 47. KANSAS 1 51. DELAWARE 8 52. MARYLAND 12 53. DISTRICT OF COLUMBIA 10 54. VIRGINIA 4 55. WEST VIRGINIA 40 56. NORTH CAROLINA 48 57. SOUTH CAROLINA 70 58. GEORGIA 33 59. FLORIDA 8 61. KENTUCKY 46 62. TENNESSEE 18 63. ALABAMA 17 64. MISSISSIPPI 1 71. ARKANSAS 11 72. LOUISIANA 8 73. OKLAHOMA 24 74. TEXAS 0 81. MONTANA 3 82. IDAHO 5 83. WYOMING 8 84. COLORADO 2 85. NEW MEXICO 2 86. ARIZONA 2 87. UTAH 0 88. NEVADA 3 91. WASHINGTON 2 92. OREGON 22 93. CALIFORNIA 00. NO ANSWER 
Q.7. HOW MUCH EDUCATION HAVE YOU HAD*  1. LESS THAN 8TH GRADE 2. FINISHED 8TH GRADE 3. SOME HIGH SCHOOL OR TRADE SCHOOL 4. GRADUATED FROM HIGH SCHOOL 5. SOME COLLEGE 6. GRADUATED FROM COLLEGE 7. GRADUATE STUDY IN COLLEGE 0. NO ANSWER 
Q.8. ARE YOU ...*  1. SINGLE 2. MARRIED 3. DIVORCED 4. WIDOWED 5. SEPARATED 0. NO ANSWER 
Q.9. DID YOU GET MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. I AM NOT MARRIED 2. MARRIED BEFORE ENTERING THE ARMY 3. MARRIED AFTER ENTERING THE ARMY 0. NO ANSWER 
Q.10. HOW MANY CHILDREN DO YOU HAVE*  1. I AM NOT MARRIED 2. NONE 3. ONE CHILD 4. TWO CHILDREN 5. THREE OR MORE 0. NO ANSWER 
"Q.11. WHAT ARM OR SERVICE ARE YOU IN*  01. MEDICAL 02. INFANTRY 03. TRANSPORTATION 04. QUARTERMASTER 05. ORDNANCE 06. FIELD ARTILLERY 07. ADJUTANT GENERAL,S DEPT. 08. CORPS OF ENGINEERS 09. SIGNAL 10. OTHER 11. CHEMICAL WARFARE 12. AUS, BI, NMB, ETC. 00. NO ANSWER "
Q.12. HOW DID YOU OBTAIN YOUR COMMISSION*  1. FROM OFFICER CANDIDATE SCHOOL 2. FROM R.O.T.C. OR C.M.T.C. 3. FROM WEST POINT 4. THROUGH EXTENSION COURSES 5. COMMISSIONED DIRECT FROM ENLISTED STATUS 6. COMMISSIONED DIRECT FROM CIVILIAN LIFE 7. ALL OTHER ANSWERS 0. NO ANSWER 
Q.13. WHAT WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY*  1. IN BUSINESS OR PROFESSION FOR MYSELF 2. WORKING AT A PAID JOB 3. GOING TO SCHOOL 4. LOOKING FOR WORK 0. NO ANSWER X. CODES AND DATA NOT PROVIDED FOR Q.14-Q.17. 
"Q.18. HOW MUCH ASSISTANCE IN YOUR JOB DO YOU RECEIVE FROM YOUR SUPERIORS*  1. NONE 2. SOME, BUT NOT ENOUGH 3. ABOUT THE RIGHT AMOUNT 4. MORE THAN NECESSARY 5. ENTIRELY TOO MUCH 0. NO ANSWER "
Q.19. DO YOU FEEL THAT YOU HAVE SOME GOOD SUGGESTIONS AS TO HOW YOUR JOB OR OTHER THINGS IN YOUR OUTFIT COULD BE DONE BETTER OR EASIER*  1. I HAVE PLENTY OF SUGGESTIONS 2. I HAVE A FEW SUGGESTIONS 3. NOTHING TO SUGGEST 0. NO ANSWER 
"Q.20. HOW EASY DO YOU FEEL IT IS TO GET YOUR SUGGESTIONS CONSIDERED BY THOSE WHO COULD PUT THEM TO USE*  1. VERY EASY 2. QUITE EASY 3. NOT VERY EASY 4. VERY DIFFICULT 5. DON,T KNOW 0. NO ANSWER "
"Q.21. IN GENERAL, DO YOU SPEND MOST OF YOUR TIME ON YOUR JOB DOING ADMINISTRATIVE OR TECHNICAL WORK*  1. ADMINISTRATIVE WORK 2. TECHNICAL WORK 3. COMBINATION OF BOTH 0. NO ANSWER "
Q.22. DOES YOUR ARMY ASSIGNMENT REQUIRE ANY SPECIALIZED CIVILIAN TRAINING*  1. YES 2. NO 3. NO ANSWER 0. NO CODE OR NO DATA 
