CARD.  1. CARD ONE 
DECK.  144. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR PRESENT ARMY RANK OR GRADE*  01. PRIVATE 02. PRIVATE FIRST CLASS 03. TECHNICIAN 5TH GRADE 04. CORPORAL 05. TECHNICIAN 4TH GRADE 06. BUCK SERGEANT 07. TECHNICIAN 3RD GRADE 08. STAFF SERGEANT 09. TECHNICAL SERGEANT 10. MASTER SERGEANT OR 1ST SERGEANT 11. OTHER 00. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 YEARS 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 YEARS 10. 30-34 YEARS 11. 35 YEARS AND OLDER 00. NO ANSWER X. QUESTIONS 3 AND 4 CODED TOGETHER. 
"Q.3. ARE YOU SINGLE, MARRIED, DIVORCED OR SEPARATED, OR WIDOWED* F. IF MARRIED:  Q.4. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. SINGLE 2. DIVORCED OR SEPARATED 3. WIDOWED 4. MARRIED BEFORE ENTERING THE ARMY 5. MARRIED AFTER ENTERING THE ARMY 6. MARRIED, NO INDICATION WHEN 0. NO ANSWER "
"Q.5. HOW MANY CHILDREN DO YOU HAVE*  1. HAVE NO CHILDREN 2. HAVE ONE CHILD 3. HAVE TWO CHILDREN 4. HAVE THREE OR MORE CHILDREN 5. I,M NOT MARRIED 0. NO ANSWER "
Q.6. HOW FAR DID YOU GO IN SCHOOL*  01. LESS THAN 4TH GRADE 02. FINISHED 4TH GRADE 03. FINISHED 5TH GRADE 04. FINISHED 6TH GRADE 05. FINISHED 7TH GRADE 06. FINISHED 8TH GRADE 07. SOME HIGH SCHOOL BUT DID NOT FINISH 08. GRADUATED FROM HIGH SCHOOL 09. SOME COLLEGE BUT DID NOT FINISH 10. GRADUATED FROM COLLEGE 00. NO ANSWER 
"Q.7. DID YOU HAVE ANY ADDITIONAL SCHOOLING OR TECHNICAL TRAINING BEFORE YOU ENTERED THE ARMY*  1. YES, BUSINESS SCHOOL 2. YES, TRADE SCHOOL 3. YES, SOME OTHER SCHOOLING OR TRAINING 4. ASTP (ARMY SPECIALIST TRAINING PROGRAM) 5. MEDICAL, DENTAL, LAW (PROFESSIONAL) NOT ART COURSES 6. COMBINATION OF CODES 1 AND 2 7. ERC (ENLISTED RESERVE CORPS) 8. NO 0. NO ANSWER "
"Q.8. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR AWHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS UP TO 4 YEARS 8. OVER 4 YEARS 0. NO ANSWER "
Q.9. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED 2. I VOLUNTEERED AFTER PEARL HARBOR 3. I VOLUNTEERED BEFORE PEARL HARBOR 4. I WAS IN THE NATIONAL GUARD 5. I WAS IN THE E.R.C. (ENLISTED RESERVE) 0. NO ANSWER 
