CARD.  1. CARD ONE 
DECK.  175. SURVEY NUMBER 
"BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. E. CHEMICAL WARFARE TRAINING - TO DISCOVER SOLDIER PREFERENCES BETWEEN TWO FORMS OF CHEMICAL WARFARE TRAINING: WEARING GAS MASKS IN NORMAL DUTIES FOR ONE-HALF HOUR EACH WEEK, OR GOING THROUGH THE GAS CHAMBER ONCE PER MONTH PLUS CERTAIN INSTRUCTION IN CHEMICAL WARFARE SUBJECTS. THE SAMPLE WAS SO DRAWN THAT APPROXIMATELY HALF OF THE MEN AT THE TIME OF THE SURVEY WERE IN ORGANIZATIONS PARTICIPATING IN ONE OF THE CHEMICAL WARFARE TRAINING SCHEDULES AND HALF WERE PARTIC- IPATING IN THE OTHER. THE SAMPLE WAS DRAWN FOR THE CHEMICAL WARFARE PORTION OF THE STUDY AND WAS SET UP TO FORM FOUR CLASSES OF MEN WHO WERE SUPPOSEDLY HAVING THE ""SPECIAL TRAINING PROGRAM"" (CONSISTING OF GAS CHAMBER AND INSTRUCTION) AND FOUR CLASSES WHO WERE SUPPOSEDLY WEARING MASKS FOR THE ROUTINE HALF-HOUR EACH WEEK. THESE GROUPINGS INTO CLASSES WERE FAR FROM PURE, HOWEVER, PROBABLY BECAUSE THE TRAINING PROGRAM HAD NOT ACTUALLY BEEN CARRIED ON AS IT WAS ASSUMED TO HAVE BEEN. FOR EXAMPLE, MANY MEN WHO WERE SUPPOSEDLY ON THE ROUTINE TRAINING PROGRAM HAD ACTUALLY BEEN THROUGH THE GAS CHAMBER BECAUSE THE OFFICER IN CHARGE OF TRAINING IN THEIR UNITS HAD HAD ENOUGH INITIATIVE TO ARRANGE THIS AS A RELIEF FROM THE ROUTINE OF THE OTHER PROGRAM. "
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT OR FIRST SERGEANT 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR LESS 02. 19 YEARS 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 YEARS 10. 30-34 YEARS 11. 35 YEARS AND OVER 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 8TH GRADE 2. FINISHED 8TH GRADE 3. SOME HIGH SCHOOL BUT DID NOT FINISH 4. GRADUATED FROM HIGH SCHOOL 5. WENT TO COLLEGE 0. NO ANSWER 
Q.4. HOW MANY MONTHS HAVE YOU BEEN OVERSEAS* (COUNT FROM THE TIME YOU SAILED FROM THE UNITED STATES.)  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 18 MONTHS 6. OVER 18 MONTHS UP TO 2 YEARS 7. OVER 2 YEARS UP TO 30 MONTHS 8. OVER 30 MONTHS UP TO 3 YEARS 9. 3 YEARS AND OVER 0. NO ANSWER 
"Q.5. DO YOU HAVE TROUBLE FINDING INTERESTING THINGS TO DO IN HONOLULU*  1. YES, I DO 2. NO, I DON,T 0. NO ANSWER "
"Q.6. WHEN YOU GET A PASS FOR EIGHT HOURS OR MORE, HOW OFTEN DO YOU GO TO HONOLULU*  1. EVERY TIME 2. ABOUT HALF THE TIME 3. JUST ONCE IN A WHILE 4. HARDLY EVER 0. NO ANSWER X. QUESTION 7 NOT CODED. "
"Q.8. DO YOU HAVE A NEW TYPE OR OLD TYPE GAS MASK*  1. I HAVE A NEW TYPE MASK 2. I HAVE AN OLD TYPE ONE 3. I DON,T KNOW WHETHER MINE IS AN OLD OR NEW TYPE MASK 4. I DON,T HAVE A GAS MASK AT ALL 0. NO ANSWER "
Q.9. HOW IMPORTANT DO YOU THINK IT IS FOR YOUR OUTFIT TO HAVE TRAINING IN PROTECTION AGAINST POSSIBLE GAS ATTACKS*  1. IT IS ABSOLUTELY NECESSARY 2. IT IS OF GREAT IMPORTANCE 3. IT IS OF MEDIUM IMPORTANCE 4. IT IS OF LITTLE IMPORTANCE 5. IT IS OF NO IMPORTANCE AT ALL 0. NO ANSWER 
Q.10. SOME ORGANIZATIONS WEAR THEIR GAS MASKS EACH WEEK FOR A HALF-HOUR WHILE ON DUTY. DURING THE LAST FOUR WEEKS HOW MANY TIMES HAVE YOU WORN YOUR GAS MASK FOR A HALF HOUR WHILE ON DUTY*  1. ONCE 2. TWICE 3. THREE TIMES 4. FOUR TIMES 5. NOT AT ALL 0. NO ANSWER 
Q.11. DO YOU THINK IT IS A GOOD IDEA OR A POOR IDEA TO HAVE SOLDIERS WEAR THEIR GAS MASKS FOR A HALF-HOUR EACH WEEK*  1. IT IS A VERY GOOD IDEA 2. IT IS A FAIRLY GOOD IDEA 3. IT IS A VERY POOR IDEA 4. IT IS A POOR IDEA 0. NO ANSWER 
"Q.12. DURING THE LAST THREE MONTHS, ABOUT HOW OFTEN HAVE YOU BEEN THROUGH A GAS CHAMBER*  1. ONCE 2. TWICE 3. THREE OR MORE TIMES 4. NOT AT ALL "
Q.13. DO YOU THINK IT IS A GOOD IDEA OR A POOR IDEA TO HAVE SOLDIERS GO THROUGH A GAS CHAMBER EVERY MONTH OR SO*  1. IT IS A VERY GOOD IDEA 2. IT IS A FAIRLY GOOD IDEA 3. IT IS A VERY POOR IDEA 4. IT IS A POOR IDEA 0. NO ANSWER 
Q.14. HOW MUCH CONFIDENCE WOULD YOU HAVE IN YOUR GAS MASK IN A POSSIBLE GAS ATTACK*  1. A GREAT DEAL 2. A FAIR AMOUNT 3. NOT SO MUCH 4. HARDLY ANY 0. NO ANSWER 
"Q.15. IF THE JAPANESE SHOULD MAKE ANOTHER ATTACK ON THIS ISLAND AND USE GAS, DO YOU THINK YOU KNOW ENOUGH ABOUT WHAT TO DO IN A GAS ATTACK TO PROTECT YOURSELF*  1. YES, I AM SURE I KNOW WHAT TO DO 2. YES, I THINK I KNOW WHAT TO DO, BUT I AM NOT SURE 3. NO, I DON,T THINK I KNOW WHAT TO DO 4. UNDECIDED 0. NO ANSWER X. QUESTION 16 NOT CODED. "
Q.17. WHAT DO YOU THINK WE SHOULD DO ABOUT USING GAS AGAINST THE JAPANESE IN THIS WAR.  1. WE SHOULD USE GAS NOW AND TAKE THE JAPS BY SURPRISE 2. WE SHOULD NOT USE GAS UNLESS THE JAPS DO FIRST 3. WE SHOULD NOT USE GAS EVEN IF THE JAPS DO 4. UNDECIDED 0. NO ANSWER 
Q.18. HOW LIKELY DO YOU THINK IT IS THAT THE JAPANESE WILL USE GAS AGAINST OUR TROOPS IN THIS WAR*  1. IT IS VERY LIKELY 2. IT IS FAIRLY LIKELY 3. IT IS NOT SO LIKELY 4. IT IS NOT LIKELY AT ALL 5. UNDECIDED 0. NO ANSWER 
"Q.19. AS FAR AS YOU KNOW, HAVE THE JAPS EVER USED GAS AGAINST AMERICAN TROOPS*  1. YES 2. NO 3. DON,T KNOW 0. NO ANSWER "
