CARD.  1. CARD ONE 
DECK.  113. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT OR FIRST SERGEANT 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 24 YEARS OR LESS 2. 25 TO 29 YEARS 3. 30 TO 34 YEARS 4. 35 YEARS OR MORE 0. NO ANSWER 
"Q.3. ARE YOU:  1. SINGLE 2. MARRIED BEFORE JOINING ARMY 3. MARRIED AFTER JOINING ARMY 4. WIDOWED, DIVORCED, OR SEPARATED 0. NO ANSWER "
"Q.4. CHECK THE ANSWER THAT TELLS BEST HOW FAR YOU WENT IN SCHOOL:  1. DID NOT FINISH GRADE SCHOOL 2. FINISHED GRADE SCHOOL 3. HAD SOME HIGH SCHOOL, BUT DID NOT GRADUATE 4. GRADUATED FROM HIGH SCHOOL 5. HAD SOME COLLEGE, BUT DID NOT GRADUATE 6. GRADUATED FROM COLLEGE 0. NO ANSWER "
Q.5. ABOUT HOW LONG HAVE YOU BEEN IN THE ARMY*  1. LESS THAN SIX MONTHS 2. SIX MONTHS TO ONE YEAR 3. ONE YEAR TO EIGHTEEN MONTHS 4. EIGHTEEN MONTHS TO TWO YEARS 5. OVER TWO YEARS 0. NO ANSWER 
Q.6. ABOUT HOW LONG HAVE YOU BEEN IN THE BRITISH ISLES*  1. THREE MONTHS OR LESS 2. OVER THREE MONTHS BUT NOT OVER SIX MONTHS 3. SIX MONTHS TO ONE YEAR 4. ONE YEAR TO EIGHTEEN MONTHS 5. OVER EIGHTEEN MONTHS 0. NO ANSWER 
"Q.7. IN WHAT STAGE OF TRAINING WAS YOUR SQUADRON WHEN YOU FIRST JOINED IT*  1. IT WAS JUST BEGINNING TRAINING IN THE U.S. 2. IT WAS ABOUT HALF THROUGH TRAINING IN THE U.S. 3. IT HAD FINISHED, OR NEARLY FINISHED, TRAINING IN THE U.S. 4. I JOINED THE SQUADRON IN EUROPEAN THEATER OF OPERATIONS BEFORE IT WENT ON OPERATIONS 5. I JOINED IN EUROPEAN THEATER OF OPERATIONS AFTER IT WENT ON OPERATIONS 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.8. WHICH DEPARTMENT OR SECTION OF THE SQUADRON ARE YOU IN*  1. ARMAMENT OR ORDNANCE 2. COMMUNICATIONS (RADIO) 3. ENGINEERING 4. OPERATIONS, INTELLIGENCE, SQUADRON HEADQUARTERS, OR PERSONNEL 5. SUPPLY, MESS, MEDICAL, TRANSPORTATION, OR CHEMICAL WARFARE 6. ANY OTHER 7. NO ANSWER 0. NO CODE OR NO DATA "
"Q.9. IF YOU WORK WITH THE AIRPLANES OR THEIR EQUIPMENT, IS YOURS A ""LINE"" JOB OR A ""MAINTENANCE"" JOB*  1. MINE IS A ""LINE"" JOB 2. MINE IS A ""MAINTENANCE"" JOB 3. BOTH ""LINE"" AND ""MAINTENANCE"" JOB 4. I DO NOT WORK WITH THE PLANES OR EQUIPMENT 5. DON,T KNOW 0. NO ANSWER "
Q.10. ON THE WHOLE HOW DO YOU FEEL ABOUT THE ARMY*  1. I LIKE THE ARMY VERY MUCH 2. I LIKE IT FAIRLY WELL 3. I RATHER DISLIKE IT 4. I DISLIKE THE ARMY VERY MUCH 0. NO ANSWER 
"Q.11. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY AFTER THE WAR*  1. YES, I WOULD WANT TO VERY MUCH 2. YES, I MIGHT WANT TO, BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD WANT TO 4. NO, I WOULD NOT WANT TO AT ALL 5. UNDECIDED 0. NO ANSWER "
