CARD.  1. CARD ONE 
DECK.  125. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE 2. PRIVATE FIRST CLASS 3. TECHNICIAN 5TH GRADE OR CORPORAL 4. TECHNICIAN 4TH GRADE OR SERGEANT 5. TECHNICIAN 3RD GRADE OR STAFF SERGEANT 6. TECHNICAL SERGEANT 7. MASTER SERGEANT OR FIRST SERGEANT 8. OTHER 0. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS 02. 19 YEARS 03. 20 YEARS 04. 21 YEARS 05. 22 YEARS 06. 23 YEARS 07. 24 YEARS 08. 25 YEARS 09. 26 TO 29 YEARS 10. 30 TO 34 YEARS 11. 35 YEARS AND OVER 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.4. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  01. NEW ENGLAND (MAINE, NEW HAMPSHIRE, VERMONT, MASSACHUSETTS, RHODE ISLAND, CONNECTICUT) 02. MIDDLE ATLANTIC (NEW YORK, NEW JERSEY, PENNSYLVANIA) 03. EAST NORTH CENTRAL (OHIO, INDIANA, ILLINOIS, MICHIGAN, WISCONSIN) 04. WEST NORTH CENTRAL (MINNESOTA, IOWA, MISSOURI, NORTH DAKOTA, SOUTH DAKOTA, NEBRASKA, KANSAS) 05. SOUTH ATLANTIC (DELAWARE, MARYLAND, NORTH CAROLINA, SOUTH CAROLINA, VIRGINIA, WEST VIRGINIA, DISTRICT OF COLUMBIA, FLORIDA, GEORGIA) 06. EAST SOUTH CENTRAL (KENTUCKY, TENNESSEE, ALABAMA, MISSISSIPPI) 07. WEST SOUTH CENTRAL (ARKANSAS, LOUISIANA, OKLAHOMA, TEXAS) 08. MOUNTAIN (MONTANA, IDAHO, WYOMING, COLORADO, NEW MEXICO, ARIZONA, UTAH, NEVADA) 09. PACIFIC (OREGON, CALIFORNIA, WASHINGTON) 10. OUTSIDE U.S. 11. TERRITORIES BELONGING TO THE U.S. 00. NO ANSWER "
"Q.5. WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM OR IN THE COUNTRY 2. IN A SMALL TOWN (FEWER THAN 2,500 PEOPLE) 3. IN A TOWN (WITH BETWEEN 2,500 AND 25,000 PEOPLE) 4. IN A CITY (BETWEEN 25,000 AND 100,000 PEOPLE) 5. IN A LARGE CITY (MORE THAN 100,000 PEOPLE) 6. NO ANSWER 0. NO CODE OR NO DATA X. QUESTIONS 6 AND 7 CODED TOGETHER. "
"Q.6. ARE YOU SINGLE, MARRIED, DIVORCED OR SEPARATED OR WIDOWED*  Q.7. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. SINGLE 2. DIVORCED OR SEPARATED 3. WIDOWED 4. MARRIED BEFORE ENTERING THE ARMY 5. MARRIED AFTER ENTERING THE ARMY 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.8. HOW MANY CHILDREN DO YOU HAVE*  1. HAVE NO CHILDREN 2. HAVE ONE CHILD 3. HAVE TWO CHILDREN 4. HAVE THREE OR MORE CHILDREN 5. I AM NOT MARRIED 0. NO ANSWER 
Q.9. IS YOUR WIFE NOW EXPECTING A BABY*  1. YES 2. NO 3. I AM NOT MARRIED 4. NO ANSWER 0. NO CODE OR NO DATA 
