CARD.  1. CARD ONE 
DECK.  122. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. HOW LONG HAVE YOU BEEN STATIONED IN THE BRITISH ISLES*  1. LESS THAN 6 MONTHS 2. 6 MONTHS TO A YEAR 3. 1 YEAR TO 2 YEARS 4. OVER 2 YEARS 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.2. ARE YOU:  1. SINGLE 2. MARRIED 3. WIDOWED 4. DIVORCED OR SEPARATED 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.3. CHECK THE ANSWER THAT TELLS BEST HOW FAR YOU WENT IN SCHOOL.  1. DID NOT FINISH GRADE SCHOOL 2. FINISHED GRADE SCHOOL 3. HAD SOME HIGH SCHOOL BUT DID NOT GRADUATE 4. GRADUATED FROM HIGH SCHOOL 5. HAD SOME COLLEGE BUT DID NOT GRADUATE 6. GRADUATED FROM COLLEGE 7. NO ANSWER 
Q.4. WHAT SORT OF OPINION DO YOU HAVE OF THE ENGLISH PEOPLE*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO ANSWER 0. NO CODE OR NO DATA 
Q.5A. HAS YOUR OPINION OF THE ENGLISH PEOPLE CHANGED FROM WHAT IT WAS BEFORE YOU CAME TO ENGLAND*  1. IT IS MUCH HIGHER THAN IT WAS 2. IT IS SOMEWHAT HIGHER THAN IT WAS 3. IT HAS NOT CHANGED ONE WAY OR THE OTHER 4. IT IS A BIT LOWER THAN IT WAS 5. IT IS MUCH LOWER THAN IT WAS 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.5B. IF IT HAS CHANGED WHAT DO YOU THINK CAUSED IT TO CHANGE*  01. CLOSER ACQUAINTANCE 02. FAVORABLE COMMENTS ON FRIENDLINESS, HOSPITALITY, ETC. 03. ATTITUDE TOWARD AMERICAN SOLDIERS OR TREATMENT OF AMERICAN SOLDIERS 04. CONDESCENDING, CONCEITED, SMUG, SNOOTY OR ETC. 05. THEIR STANDARD OF LIVING 06. UNFAVORABLE COMMENTS ON MORALS OF ENGLISH PEOPLE 07. THEIR SYSTEM OF CLASS DISCRIMINATION 08. ENGLISH PEOPLE,S PART IN THE WAR 09. NO ANSWER TO Q.5B 10. AMERICAN SOLDIERS, CONDUCT OF AMERICAN SOLDIERS 11. MISCELLANEOUS 12. ""THE WAR"" WITHOUT FURTHER EXPLANATION "
"Q.6. GENERALLY SPEAKING, WHAT SORT OF OPINION DO YOU THINK MOST ENGLISH PEOPLE HAVE OF AMERICAN SOLDIERS*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO ANSWER 0. NO CODE OR NO DATA "
Q.7. WHAT SORT OF OPINION DID YOU HAVE OF ENGLISH PEOPLE BEFORE YOU CAME TO ENGLAND*  1. VERY FAVORABLE 2. FAIRLY FAVORABLE 3. RATHER UNFAVORABLE 4. VERY UNFAVORABLE 5. NO ANSWER 
