CARD.  1. CARD ONE 
DECK.  092. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT, OR FIRST SERGEANT 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 20 YEARS OR YOUNGER 2. 21 TO 25 YEARS 3. 26 TO 30 YEARS 4. 31 TO 35 YEARS 5. 36 YEARS OR MORE 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.4. IN WHAT STATE DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  1. NEW ENGLAND 2. MIDDLE ATLANTIC 3. EAST NORTH CENTRAL 4. WEST NORTH CENTRAL 5. SOUTH ATLANTIC 6. EAST SOUTH CENTRAL 7. WEST SOUTH CENTRAL 8. MOUNTAIN 9. PACIFIC 0. NO CODE OR NO DATA 
"Q.5. WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM OR IN THE COUNTRY 2. IN A SMALL TOWN (FEWER THAN 2,500 PEOPLE) 3. IN A TOWN (WITH BETWEEN 2,500 AND 25,000 PEOPLE) 4. IN A CITY (BETWEEN 25,000 AND 100,000 PEOPLE) 5. IN A LARGE CITY (MORE THAN 100,000 PEOPLE) 0. NO ANSWER "
"Q.6. ARE YOU:  1. SINGLE, AND NOT ENGAGED 2. SINGLE, BUT AM ENGAGED 3. MARRIED BEFORE ENTERING ARMY 4. MARRIED AFTER ENTERING ARMY 5. WIDOWED, DIVORCED, OR SEPARATED 0. NO ANSWER "
Q.7. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. LESS THAN 6 MONTHS 2. 6 MONTHS TO 1 YEAR 3. 1 YEAR TO 18 MONTHS 4. 18 MONTHS TO 2 YEARS 5. OVER 2 YEARS 0. NO ANSWER 
Q.8. HOW LONG HAVE YOU BEEN IN THE BRITISH ISLES*  1. LESS THAN 3 MONTHS 2. 3 MONTHS TO 6 MONTHS 3. 6 MONTHS TO 1 YEAR 4. 1 YEAR TO 18 MONTHS 5. OVER 18 MONTHS 6. NO ANSWER 0. NO CODE OR NO DATA 
"Q.9. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. AIR CORPS 02. ARMORED FORCE 03. ARTILLERY 04. ENGINEERS 05. INFANTRY 06. MEDICAL DEPARTMENT 07. MILITARY POLICE 08. QUARTERMASTER CORPS 09. TRANSPORTATION CORPS 10. ORDNANCE DEPARTMENT, SIGNAL CORPS, CHEMICAL WARFARE SERVICE 11. OTHER 12. AIR COMBAT 00. NO ANSWER "
"Q.10. ON THE WHOLE, HOW DO YOU FEEL ABOUT THE ARMY*  1. I LIKE THE ARMY VERY MUCH 2. I LIKE IT FAIRLY WELL 3. I RATHER DISLIKE IT 4. I DISLIKE THE ARMY VERY MUCH 0. NO ANSWER "
"Q.11. DO YOU THINK YOU MIGHT WANT TO STAY IN THE ARMY AFTER THE WAR*  1. YES, I WOULD WANT TO VERY MUCH 2. YES, I MIGHT WANT TO BUT I,M NOT SURE 3. NO, I DON,T THINK I WOULD WANT TO 4. NO, I WOULD NOT WANT TO AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.12. AFTER THE WAR, DO YOU THINK THE UNITED STATES COULD HAVE AN ARMY LARGE ENOUGH FOR THE COUNTRY,S NEEDS BY TAKING VOLUNTEERS ONLY*  1. YES, I THINK IT COULD 2. NO, I DO NOT THINK IT COULD 3. UNDECIDED 4. NO ANSWER 0. NO CODE OR NO DATA "
"Q.13. AFTER THE WAR, DO YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME OR SHOULD WE GO BACK TO THE REGULAR ARMY SYSTEM OF TAKING VOLUNTEERS ONLY*  1. DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF TRAINING 2. GO BACK TO TAKING VOLUNTEERS ONLY 3. UNDECIDED 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.14. WHICH OF THE FOLLOWING REASONS COMES CLOSEST TO SAYING WHY YOU THINK THE UNITED STATES SHOULD DRAFT ALL YOUNG MEN FOR A CERTAIN AMOUNT OF ARMY TRAINING DURING PEACETIME*  1. BECAUSE I THINK THE ARMY EXPERIENCE IS WORTHWHILE FOR YOUNG MEN 2. BECAUSE I THINK IT IS NECESSARY FOR THE SAFETY OF THE UNITED STATES 3. BECAUSE I THINK IT IS BOTH WORTHWHILE FOR YOUNG MEN AND NECESSARY FOR THE SAFETY OF THE UNITED STATES 4. FOR SOME OTHER REASON 5. I THINK THE UNITED STATES SHOULD GO BACK TO TAKING VOLUNTEERS ONLY 6. NO ANSWER 0. NO CODE OR NO DATA 
