CARD.  1. CARD ONE 
DECK.  214. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. TOP THREE GRADER 0. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. UNDER 20 YEARS 2. 20 TO 24 3. 25 TO 29 4. 30 TO 34 5. 35 TO 37 6. 38 OR OVER 0. NO ANSWER 
"Q.3. ARE YOU:  1. SINGLE 2. MARRIED, LIVING WITH WIFE ON OR NEAR POST 3. MARRIED, WIFE NOT LIVING NEAR POST 4. DIVORCED OR SEPARATED 5. WIDOWED 0. NO ANSWER "
Q.4. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.5. HOW LONG HAVE YOU SERVED IN THE ARMY* E. IF YOU HAVE SERVED PREVIOUSLY IN THE ARMY, CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE A NATIONAL GUARDSMAN, GIVE THE LENGTH OF TIME SINCE YOUR OUTFIT ENTERED THE ARMY.  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 1 YEAR 4. OVER 1 YEAR UP TO 2 YEARS 5. OVER 2 YEARS UP TO 3 YEARS 6. OVER 3 YEARS UP TO 4 YEARS 7. OVER 4 YEARS UP TO 5 YEARS 8. OVER 5 YEARS 0. NO ANSWER "
"Q.6. CHECK ALL THE BRANCHES OF THE SERVICE YOU HAVE SERVED IN DURING THIS WAR, INCLUDING THE ONE YOU ARE IN NOW.  1. ONE BRANCH 2. TWO BRANCHES 3. THREE BRANCHES 4. FOUR BRANCHES 5. FIVE BRANCHES 6. SIX BRANCHES 7. SEVEN BRANCHES 8. EIGHT BRANCHES 0. NO ANSWER "
"Q.7. IN GENERAL, WHAT SORT OF PHYSICAL CONDITION WOULD YOU SAY YOU ARE IN AT THE PRESENT TIME*  1. VERY GOOD PHYSICAL CONDITION 2. GOOD PHYSICAL CONDITION 3. FAIR PHYSICAL CONDITION 4. POOR PHYSICAL CONDITION 5. VERY POOR PHYSICAL CONDITION 0. NO ANSWER "
"Q.8A. AS FAR AS YOU KNOW, ARE YOU NOW CLASSIFIED BY THE ARMY AS PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. I DON,T KNOW 0. NO ANSWER "
"Q.8B. IN YOUR OWN OPINION, ARE YOU PHYSICALLY FIT FOR OVERSEAS DUTY*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER "
"Q.9. DO YOU KNOW WHAT YOUR OWN SCORE IS UNDER THE ARMY SCORE CARD PLAN (POINT SYSTEM) FOR DECIDING WHICH MEN ARE ELIGIBLE TO BE DECLARED SURPLUS*  01. 1-9 POINTS 02. 10-19 POINTS 03. 20-29 POINTS 04. 30-39 POINTS 05. 40-49 POINTS 06. 50-59 POINTS 07. 60-69 POINTS 08. 70-79 POINTS 09. 80-89 POINTS 10. 90-99 POINTS 11. 100-109 POINTS 12. 110-119 POINTS 13. 120 POINTS OR OVER 14. I DON,T KNOW WHAT MY SCORE IS 15. NO ANSWER "
"Q.10. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. FLYING JOB 02. GROUND CREW, AIRCRAFT MAINTENANCE AND REPAIR 03. SOME OTHER GROUND JOB 04. ENGINEERS 05. QUARTERMASTER CORPS 06. MEDICAL DEPARTMENT 07. SIGNAL CORPS 08. TRANSPORTATION CORPS 09. ORDNANCE DEPARTMENT 10. CHEMICAL WARFARE SERVICE 11. MILITARY POLICE 12. INFANTRY 13. FIELD ARTILLERY 14. COAST ARTILLERY OR AAA 15. ARMORED FORCE OR TD 16. DEML (STATION COMPLEMENT) 17. OTHER 00. NO ANSWER "
Q.11. HOW DO YOU FEEL ABOUT BEING IN YOUR PRESENT ARM OR BRANCH*  1. VERY WELL SATISFIED 2. FAIRLY WELL SATISFIED 3. SOMEWHAT DISSATISFIED 4. VERY DISSATISFIED 0. NO ANSWER 
"Q.12. WHAT IS YOUR MAIN ARMY DUTY AT PRESENT* TELL JUST WHAT KIND OF WORK YOU ACTUALLY DO NOW. FOR EXAMPLE: AUTO MECHANIC - REPAIR TRUCK MOTORS; FIRST COOK IN COMPANY MESS - PLAN MENUS, PREPARE MEALS; INSTRUCTOR - TEACH BASIC MILITARY SUBJECTS TO TRAINEES. IF YOU ARE NOT WORKING ON A REGULAR JOB NOW, HOW LONG HAS IT BEEN SINCE YOU HAD A REGULAR JOB*  01. I AM WORKING ON A REGULAR JOB 02. I AM TAKING TRAINING NOW OR GOING TO SCHOOL 03. I DON,T HAVE ANY REGULAR DUTIES NOW 04. HAVE NOT HAD A REGULAR JOB FOR 1 WEEK OR LESS 05. OVER 1 WEEK UP TO 2 WEEKS 06. OVER 2 WEEKS UP TO 3 WEEKS 07. OVER 3 WEEKS UP TO 4 WEEKS 08. OVER 4 WEEKS UP TO 5 WEEKS 09. OVER 5 WEEKS UP TO 6 WEEKS 10. OVER 6 WEEKS 00. NO ANSWER "
"Q.13. HOW DO YOU FEEL ABOUT THE IMPORTANCE OF THE WORK YOU ARE DOING RIGHT NOW AS COMPARED WITH OTHER JOBS YOU MIGHT BE DOING IN THE ARMY*  1. IT IS AS IMPORTANT AS ANY OTHER JOB I COULD DO 2. IT IS FAIRLY IMPORTANT, BUT I COULD DO MORE IMPORTANT WORK 3. IT HARDLY SEEMS IMPORTANT AT ALL 0. NO ANSWER "
Q.14. DOES THE ARMY JOB YOU NOW HAVE GIVE YOU A CHANCE TO USE YOUR SKILL AND EXPERIENCE*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER 
Q.15. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.16. HOW DO YOU FEEL ABOUT THE AMOUNT OF WORK YOU HAVE TO DO*  1. I HAVE TOO MUCH TO DO, BUT MOST OF IT IS NECESSARY 2. I HAVE TOO MUCH TO DO AND A LOT OF IT IS UNNECESSARY 3. I HAVE ABOUT THE RIGHT AMOUNT OF WORK TO DO 4. I AM NOT KEPT VERY BUSY, BUT I DON,T MIND SITTING AROUND 5. I DON,T HAVE ENOUGH TO DO, AND IT GETS PRETTY TIRESOME SITTING AROUND 0. NO ANSWER "
Q.17. HOW SATISFIED OR DISSATISFIED ARE YOU WITH YOUR PRESENT ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. DISSATISFIED 4. VERY DISSATISFIED 5. UNDECIDED 0. NO ANSWER 
"Q.18. WOULD YOU HONESTLY SAY THAT YOU USUALLY PUT ALL YOU HAVE INTO YOUR REGULAR ARMY DUTIES, OR DO YOU USUALLY JUST WORK HARD ENOUGH TO GET BY*  1. I USUALLY PUT ALL I HAVE INTO IT 2. I USUALLY WORK HARD BUT I COULD DO MORE 3. I USUALLY WORK JUST HARD ENOUGH TO GET BY 0. NO ANSWER "
"Q.19. IN YOUR OPINION IS YOUR PRESENT UNIT EFFICIENT* THAT IS, IS IT RUN SO THAT THE ARMY GETS THE MOST OUT OF IT*  1. YES, OUR OUTFIT IS VERY EFFICIENT 2. YES, OUR OUTFIT IS PRETTY EFFICIENT 3. YES, BUT THERE IS SOME WASTED WORK OR IDLE TIME 4. NO, THERE IS A LOT OF USELESS WORK AND CONFUSION 5. NO, THERE ISN,T ENOUGH WORK TO KEEP US ALL BUSY 0. NO ANSWER X. QUESTIONS 20 AND 21 CODED TOGETHER. "
