CARD.  1. CARD ONE 
DECK.  235. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT WAS ACTIVATED FOR THE PRESENT EMERGENCY.  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 1 1/2 YEARS 4. OVER 1 1/2 YEARS UP TO 2 YEARS 5. OVER 2 YEARS UP TO 1.2 YEARS 6. OVER 1.2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS UP TO 3 1/2 YEARS 8. OVER 3 1/2 YEARS 0. NO ANSWER "
Q.2. HOW LONG HAVE YOU BEEN OVERSEAS*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO A YEAR 3. OVER 1 YEAR UP TO 1 1/2 YEARS 4. OVER 1 1/2 YEARS UP TO 2 YEARS 5. OVER 2 YEARS UP TO 2 1/2 YEARS 6. OVER 2 1/2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS 0. NO ANSWER 
"Q.3. HAVE YOU EVER BEEN IN ACTUAL COMBAT OR UNDER ENEMY FIRE IN THIS WAR*  1. I HAVE BEEN IN ACTUAL COMBAT WITH THE ENEMY 2. I HAVE NOT BEEN IN ACTUAL COMBAT, BUT I HAVE BEEN UNDER SOME KIND OF ENEMY FIRE (GROUND OR AIR) 3. NO, I HAVE NOT BEEN IN COMBAT NOR UNDER ANY KIND OF ENEMY FIRE FROM THE GROUND OR AIR 0. NO ANSWER I. IF YOU ARE IN THE AIR FORCES, SKIP QUESTION 4 AND GO ON TO QUESTION 5. "
"Q.4. ABOUT HOW MANY DAYS HAVE YOU BEEN IN COMBAT SINCE COMING OVERSEAS* (DO NOT COUNT ANY TIME YOU WERE IN REST CAMP OR IN THE HOSPITAL OR ON FURLOUGH.)  01. 1-27 DAYS 02. 28-55 03. 56-111 04. 112-167 05. 168-223 06. 224-279 07. 280-335 08. 336-391 09. 392 DAYS OR MORE 10. I HAVE NOT BEEN IN COMBAT, NONE 00. NO ANSWER, ALTHOUGH NOT IN AIR FORCES 99. INAPPLICABLE (IN AIR FORCES) I. IF YOU ARE IN THE AIR FORCES, ANSWER THIS QUESTION. IF YOU ARE NOT IN THE AIR FORCES, GO ON TO QUESTION 6. "
"Q.5A. WHAT KIND OF A SQUADRON ARE YOU IN*  1. SERVICE SQUADRON IN A FIGHTER OR BOMBER GROUP 2. FIGHTER SQUADRON 3. BOMBER SQUADRON 4. SOME OTHER TYPE OF OUTFIT 9. INAPPLICABLE (NOT IN AIR FORCES), NO ANSWER "
"Q.5B. WHAT TYPE OF JOB DO YOU HAVE AT PRESENT*  1. COMBAT FLYING JOB 2. GROUND CREW - ""LINE"" JOB-WORKING ON PLANES 3. OTHER GROUND JOB 9. INAPPLICABLE (NOT IN AIR FORCES), NO ANSWER I. EVERYONE SHOULD ANSWER THE FOLLOWING QUESTIONS. "
Q.6. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT (ANY GRADE) OR TECHNICIAN 3RD OR 4TH GRADE 0. NO ANSWER 
"Q.7. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL, BUT DIDN,T FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER "
