CARD.  1. CARD ONE 
DECK.  159. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  01. PRIVATE 02. PRIVATE 1ST CLASS 03. TECHNICIAN 5TH GRADE 04. CORPORAL 05. TECHNICIAN 4TH GRADE 06. BUCK SERGEANT 07. TECHNICIAN 3RD GRADE 08. STAFF SERGEANT 09. TECH. SERGEANT 10. MASTER SERGEANT OR 1ST SERGEANT 00. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 YEARS 03. 20 YEARS 04. 21 YEARS 05. 22 YEARS 06. 23 YEARS 07. 24 YEARS 08. 25 YEARS 09. 26 YEARS THRU 29 YEARS 10. 30 YEARS THRU 34 YEARS 11. 35 YEARS AND OLDER 00. NO ANSWER X. QUESTIONS 3 AND 4 TO BE CODED TOGETHER. 
"Q.3. ARE YOU SINGLE, MARRIED, DIVORCED OR SEPARATED OR WIDOWED* F. IF MARRIED:  Q.4. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 5. MARRIED BEFORE ENTERING THE ARMY 6. MARRIED AFTER ENTERING THE ARMY 7. MARRIED - NO INDICATION WHEN 0. NO ANSWER "
"Q.5. HOW MANY CHILDREN DO YOU HAVE*  1. I,M NOT MARRIED 2. HAVE NO CHILDREN 3. HAVE ONE CHILD 4. HAVE TWO CHILDREN 5. HAVE THREE OR MORE CHILDREN 0. NO ANSWER "
Q.6. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.7. HOW MANY YEARS WAS IT BETWEEN THE TIME YOU LEFT FULL-TIME SCHOOL AND THE TIME YOU CAME INTO THE ARMY*  1. I CAME INTO THE ARMY RIGHT OUT OF SCHOOL 2. 1 YEAR OR LESS 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 2 YEARS UP TO 3 YEARS 5. OVER 3 YEARS UP TO 4 YEARS 6. OVER 4 YEARS UP TO 5 YEARS 7. OVER 5 YEARS 0. NO ANSWER 
"Q.8. HOW LONG HAVE YOU BEEN IN THE ARMY* P. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 9 MONTHS 4. OVER 9 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS UP TO 3 YEARS 7. OVER 3 YEARS UP TO 4 YEARS 8. OVER 4 YEARS 0. NO ANSWER "
Q.9. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED 2. I VOLUNTEERED AFTER PEARL HARBOR 3. I VOLUNTEERED BEFORE PEARL HARBOR 4. I WAS IN THE NATIONAL GUARD 5. I WAS IN THE E.R.C. (ENLISTED RESERVE) 0. NO ANSWER 
"Q.10. WHERE WERE YOU LIVING JUST BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM 2. IN THE COUNTRY BUT NOT ON A FARM 3. IN A VILLAGE WITH FEWER THAN 2,500 PEOPLE 4. IN A SMALL CITY WITH BETWEEN 2,500 AND 25,000 PEOPLE 5. IN A CITY WITH BETWEEN 25,000 AND 100,000 PEOPLE 6. IN A LARGE CITY WITH MORE THAN 100,000 PEOPLE 0. NO ANSWER "
Q.11. HOW LONG HAD YOU BEEN LIVING THERE BEFORE YOU ENTERED THE ARMY*  1. ONE YEAR OR LESS 2. OVER ONE YEAR UP TO TWO YEARS 3. OVER TWO YEARS UP TO THREE YEARS 4. OVER THREE YEARS UP TO FIVE YEARS 5. OVER FIVE YEARS 0. NO ANSWER 
Q.12. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY 09. ANTI-AIRCRAFT 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. TANK DESTROYER 16. OTHER 
