CARD.  1. CARD ONE 
DECK.  132. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. S-132A 2. S-132B 3. S-132C 
Q.1. WHAT WAS YOUR RANK OR GRADE JUST BEFORE YOU LEFT YOUR OLD OUTFIT TO COME BACK TO THE U.S.*  01. PRIVATE 02. PRIVATE FIRST CLASS 03. TECHNICIAN 5TH GRADE 04. CORPORAL 05. TECHNICIAN 4TH GRADE 06. BUCK SERGEANT 07. TECHNICIAN 3RD GRADE 08. STAFF SERGEANT 09. TECHNICAL SERGEANT 10. MASTER SERGEANT OR 1ST SERGEANT 00. NO ANSWER 
Q.2A. HOW LONG HAD YOU BEEN IN THAT RANK OR GRADE BEFORE YOU LEFT YOUR OLD OUTFIT TO COME BACK TO THE U.S.*  1. LESS THAN 1 MONTH UP TO 2 MONTHS 2. OVER 2 MONTHS UP TO 3 MONTHS 3. OVER 3 MONTHS UP TO 6 MONTHS 4. OVER 6 MONTHS UP TO 9 MONTHS 5. OVER 9 MONTHS UP TO 1 YEAR 6. OVER 1 YEAR 7. I WAS A PRIVATE 0. NO ANSWER 
Q.2B. WHAT GRADE DID YOU HOLD JUST BEFORE THAT GRADE*  01. PRIVATE 1ST CLASS 02. TECHNICIAN 5TH GRADE 03. CORPORAL 04. TECHNICIAN 4TH GRADE 05. BUCK SERGEANT 06. TECHNICIAN 3RD GRADE 07. STAFF SERGEANT 08. TECH SERGEANT 09. MASTER SERGEANT OR 1ST SERGEANT 10. I WAS A PRIVATE 00. NO ANSWER 
Q.3. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 YEARS 03. 20 YEARS 04. 21 YEARS 05. 22 YEARS 06. 23 YEARS 07. 24 YEARS 08. 25 YEARS 09. 26 YEARS THRU 29 YEARS 10. 30 YEARS THRU 34 YEARS 11. 35 YEARS AND OLDER 00. NO ANSWER 
Q.4. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.5. ARE YOU:  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 0. NO ANSWER 
Q.6. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED 2. I VOLUNTEERED AFTER PEARL HARBOR 3. I VOLUNTEERED BEFORE PEARL HARBOR 4. I WAS IN THE NATIONAL GUARD 5. I WAS IN THE E.R.C. (ENLISTED RESERVE CORPS) 0. NO ANSWER 
"Q.7. HOW LONG HAVE YOU BEEN IN THE ARMY* P. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 2 YEARS UP TO 3 YEARS 5. OVER 3 YEARS UP TO 5 YEARS 6. OVER 5 YEARS 0. NO ANSWER "
Q.8. WHAT BRANCH OF THE ARMY WERE YOU IN OVERSEAS BEFORE YOU CAME BACK TO THE U.S.*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY 09. ANTI-AIRCRAFT 10. AIR CORPS 11. TRANSPORTATION CORPS 12. ORDNANCE DEPARTMENT 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. TANK DESTROYER 16. OTHER 00. NO ANSWER 
Q.9. HOW LONG WERE YOU OVERSEAS*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 18 MONTHS 4. OVER 18 MONTHS UP TO 2 YEARS 5. OVER 2 YEARS UP TO 3 YEARS 6. OVER 3 YEARS 0. NO ANSWER 
Q.10. HAVE YOU BEEN IN ACTUAL COMBAT IN THIS WAR*  1. YES 2. NO 0. NO ANSWER 
Q.11. HAVE YOU BEEN WOUNDED IN ACTION IN THIS WAR*  1. YES 2. NO 0. NO ANSWER 
"Q.12. WHAT OVERSEAS AREA OR THEATER WERE YOU SHIPPED FROM JUST BEFORE YOU CAME BACK TO THE U.S.*  1. NATOUSA (ITALY, NORTH AFRICA, E.A.M.E., MEDITERRANEAN BASE SECTION) 2. ETO (BRITISH ISLES) 3. CARIBBEAN 4. SOUTH PACIFIC 5. CENTRAL PACIFIC (HAWAII, ETC.) 6. ALASKA 7. CHINA-BURMA-INDIA 8. SOME OTHER THEATER 9. SOUTHWEST PACIFIC 0. NO ANSWER "
Q.13. WHAT WERE YOU ATTACHED TO OVERSEAS WHEN YOU WERE TOLD YOU WERE COMING BACK TO THE U.S.*  1. I WAS ON DUTY WITH MY REGULAR OUTFIT 2. I WAS ON DETACHED SERVICE 3. I WAS IN A REPLACEMENT DEPOT OR CASUAL COMPANY 4. OTHER 5. COMBINATION OF 2 AND 3 0. NO ANSWER 
"Q.14. DID YOU COME BACK UNDER THE ROTATION PLAN*  1. YES 2. NO 3. I DON,T KNOW 0. NO ANSWER "
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  1. LIMITED ASSIGNMENT (PLA) 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  77 1. NERVOUSNESS 922 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  112 1. SOME OTHER PHYSICAL CONDITION 887 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  524 1. ROTATION PLAN 475 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  2 1. CAME BACK WITH MY OUTFIT 997 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  25 1. TOO MANY MEN IN MY SPECIALTY IN THE THEATER 974 2. NOT CHOSEN 
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  49 1. SOME OTHER IMPORTANT REASONS 950 2. NOT CHOSEN 
"Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  43 1. MORE THAN 2 CHECKED, ONE OF WHICH IS 1 956 2. NOT CHOSEN "
"Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  4 1. MORE THAN 2 CHECKED, ONE OF WHICH IS 4 995 2. NOT CHOSEN "
"Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  4 1. MORE THAN 2 CHECKED, INCLUDING BOTH 1 AND 4 995 2. NOT CHOSEN "
Q.15. CHECK ALL THE IMPORTANT REASONS WHY YOU WERE SENT BACK TO THE U.S.:  16 1. NO ANSWER 983 2. NOT CHOSEN 
"Q.16. HOW LONG WAS IT BETWEEN THE TIME YOU LEARNED FOR SURE THAT YOU WERE COMING BACK TO THE U.S. AND THE TIME YOUR BOAT ACTUALLY PULLED OUT*  1. 2 WEEKS OR LESS 2. OVER 2 WEEKS UP TO 1 MONTH 3. OVER 1 MONTH UP TO 2 MONTHS 4. OVER 2 MONTHS UP TO 3 MONTHS 5. OVER 3 MONTHS UP TO 6 MONTHS 6. OVER 6 MONTHS 7. I DIDN,T KNOW AT ALL 0. NO ANSWER "
"Q.17. FOR WHICH BRANCH OF THE SERVICE DO YOU THINK THE ROTATION PLAN IS WORKING OUT BEST*  1. ARMY AIR FORCES 2. ARMY GROUND FORCES 3. ARMY SERVICE FORCES 4. ALL ABOUT THE SAME 5. I HAVEN,T ANY IDEA 0. NO ANSWER "
"Q.18. FOR WHICH BRANCH OF THE SERVICE DO YOU THINK THE ROTATION PLAN IS WORKING OUT POOREST*  1. ARMY AIR FORCES 2. ARMY GROUND FORCES 3. ARMY SERVICE FORCES 4. ALL ABOUT THE SAME 5. I HAVEN,T ANY IDEA 0. NO ANSWER "
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  1. ABOUT WHERE WE WOULD GO AFTER WE LANDED 2. NOT CHOSEN 
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  184 1. ABOUT THE PROCESSING WE HAVE TO GO THROUGH BEFORE WE ACTUALLY GO ON OUR FURLOUGH 815 2. NOT CHOSEN 
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  679 1. ABOUT THE ASSIGNMENTS WE MIGHT GET AFTER OUR FURLOUGH 320 2. NOT CHOSEN 
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  172 1. ABOUT WHAT HAS BEEN HAPPENING ON THE HOME FRONT SINCE WE LEFT THE U.S. 827 2. NOT CHOSEN 
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  60 1. MORE THAN 2 CHECKED 939 2. NOT CHOSEN 
Q.19. WHICH OF THE FOLLOWING DO YOU WISH THE ARMY HAD TOLD YOU ABOUT ON THE BOAT*  50 1. NO ANSWER 949 2. NOT CHOSEN 
Q.20. WHEN DID YOU FIRST LEARN WHY YOU WERE COMING TO THIS DEBARKATION CENTER INSTEAD OF GOING DIRECTLY TO THE RECEPTION STATION FROM THE BOAT*  1. OVERSEAS 2. ON THE BOAT COMING BACK 3. WHILE THE BOAT WAS AT THE DOCK IN THE U.S. 4. ON THE PIER 5. ON THE TRAIN 6. AT THE DEBARKATION CENTER 7. OTHER 8. NEVER HEARD WHY 0. NO ANSWER 
"Q.21A. TO WHAT RECEPTION STATION ARE YOU GOING*  01. FORT DEVENS 02. CAMP UPTON 03. FORT MEADE 04. FORT BRAGG 05. CAMP SHELBY 06. FORT BENJAMIN HARRISON 07. FORT SHERIDAN 08. FORT LOGAN 09. JEFFERSON BARRACKS 10. FORT BLISS 11. CAMP BEAUREGARD 12. FORT DOUGLAS 13. FORT LEWIS 14. PRESIDIO OF MONTEREY 15. I DON,T KNOW 00. NO ANSWER "
"Q.21B. WHY DO YOU THINK THE ARMY IS SENDING YOU TO THAT RECEPTION STATION*  1. TO SAVE ME MONEY ON MY FURLOUGH TICKET HOME 2. BECAUSE IT IS THE MOST CONVENIENT THING FOR THE ARMY TO DO 3. OTHER 4. I,M NOT SURE 5. NEARER HOME 0. NO ANSWER "
"Q.21C. DO YOU EXPECT TO RETURN TO THAT RECEPTION STATION AFTER YOU,VE HAD YOUR FURLOUGH*  1. YES, FOR PERMANENT DUTY THERE 2. YES, ONLY FOR A SHORT TIME 3. NO 4. I,M NOT SURE 0. NO ANSWER "
