CARD.  1. CARD ONE 
DECK.  181. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. TOP THREE GRADER 0. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. UNDER 20 YEARS 2. 20 TO 24 3. 25 TO 29 4. 30 TO 34 5. 35 TO 37 6. 38 OR OVER 0. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.4. ARE YOU:  1. SINGLE 2. MARRIED, LIVING WITH WIFE ON OR NEAR POST 3. MARRIED, WIFE NOT LIVING NEAR POST 4. DIVORCED OR SEPARATED 5. WIDOWED 0. NO ANSWER "
"Q.5. HOW LONG HAVE YOU SERVED IN THE ARMY* E. IF YOU HAVE SERVED PREVIOUSLY IN THE ARMY, CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE A NATIONAL GUARDSMAN, GIVE THE LENGTH OF TIME SINCE YOUR OUTFIT ENTERED THE ARMY.  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS UP TO 1 YEAR 3. OVER 1 YEAR UP TO 2 YEARS 4. OVER 2 YEARS UP TO 3 YEARS 5. OVER 3 YEARS UP TO 4 YEARS 6. OVER 4 YEARS 0. NO ANSWER "
Q.6. HOW LONG HAVE YOU BEEN STATIONED AT THIS POST*  1. 1 MONTH OR LESS 2. OVER 1 MONTH UP TO 3 MONTHS 3. OVER 3 MONTHS UP TO 6 MONTHS 4. OVER 6 MONTHS UP TO 1 YEAR 5. OVER 1 YEAR UP TO 2 YEARS 6. OVER 2 YEARS 0. NO ANSWER X. QUESTION 7 NOT CODED. 
"Q.8. HAVE YOU SERVED OVERSEAS IN THIS WAR*  1. YES, IN MY PRESENT BRANCH OF SERVICE 2. YES, BUT IN A DIFFERENT BRANCH OF SERVICE 3. NO, I HAVE NOT SERVED OVERSEAS IN THIS WAR 0. NO ANSWER "
"Q.9. WHAT IS YOUR STATUS IN YOUR PRESENT COMPANY OR DETACHMENT*  1. I AM ASSIGNED 2. I AM ATTACHED UNASSIGNED 3. I AM A CASUAL 4. I DON,T KNOW MY STATUS 0. NO ANSWER "
