CARD.  1. CARD ONE 
DECK.  100. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. S-100A 2. S-100B 3. S-10XX 4. S-100D 5. S-100E 6. S-100F 7. S-100G 
"Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE 2. PRIVATE FIRST CLASS 3. CORPORAL OR TECHNICIAN 5TH GRADE 4. SERGEANT OR TECHNICIAN 4TH GRADE 5. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 6. TECHNICAL SERGEANT, MASTER SERGEANT, OR FIRST SERGEANT 0. NO ANSWER "
"Q.2. ARE YOU:  1. SINGLE 2. MARRIED AND HAVE NO CHILDREN 3. MARRIED AND DO HAVE CHILDREN 4. WIDOWED, DIVORCED, OR SEPARATED 0. NO ANSWER "
Q.3. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 20 YEARS OR UNDER 2. 21 TO 23 YEARS 3. 24 TO 26 YEARS 4. 27 TO 29 YEARS 5. 30 YEARS AND OVER 0. NO ANSWER 
"Q.4. CHECK THE ANSWER THAT TELLS BEST HOW FAR YOU WENT IN SCHOOL:  1. DID NOT FINISH GRADE SCHOOL 2. FINISHED GRADE SCHOOL 3. HAD SOME HIGH SCHOOL, BUT DID NOT GRADUATE 4. GRADUATED FROM HIGH SCHOOL 5. HAD SOME COLLEGE, BUT DID NOT GRADUATE 6. GRADUATED FROM COLLEGE 0. NO ANSWER "
Q.5. HOW MUCH OF THE TIME YOU WERE IN COMBAT WERE YOU A MEMBER OF THE COMPANY (OR BATTERY) YOU ARE IN NOW*  1. ALL OR MOST OF THE TIME 2. SOME OF THE TIME 3. LITTLE OR NONE OF THE TIME 0. NO ANSWER 
Q.6. HOW MANY OF YOUR PRESENT COMPANY (OR BATTERY) OFFICERS WERE WITH THE COMPANY (OR BATTERY) WHEN IT WAS IN COMBAT*  1. ONE 2. TWO 3. THREE 4. FOUR 5. FIVE 6. SIX 7. NONE 0. NO ANSWER X. QUESTION 7A NOT CODED. 
"Q.7B. ABOUT HOW MANY DAYS ALTOGETHER HAVE YOU BEEN IN COMBAT NOT COUNTING THE DAYS YOU,VE SPENT BACK OF THE LINE OR AWAY FROM THE FRONT*  ANP (ACTUAL NUMBER DAYS) 001. 1 DAY . . . 368. 368 DAYS 000. NONE 999.NO ANSWER "
"Q.7C. WHAT IS THE LONGEST STRETCH OF TIME YOU,VE BEEN UNDER FIRE WITHOUT BEING TAKEN OUT FOR A REST*  ANP (ACTUAL NUMBER DAYS) 001. 1 DAY . . . 315. 315 DAYS 000. NONE 999.NO ANSWER X. QUESTION 7D NOT CODED. "
Q.8. HOW PROUD DO YOU FEEL OF YOUR COMPANY*  1. VERY PROUD 2. FAIRLY PROUD 3. NOT PROUD 4. UNDECIDED 0. NO ANSWER 
"Q.9. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
"Q.10. HOW DO YOU FEEL ABOUT THE IMPORTANCE OF THE RIFLEMAN,S JOB IN MODERN BATTLE*  1. MORE IMPORTANT THAN MOST ANY OTHER SOLDIER,S JOB 2. IMPORTANT, BUT NOT MORE SO THAN MANY OTHERS 3. NOT VERY IMPORTANT COMPARED WITH WHAT OTHER SOLDIERS CAN DO 0. NO ANSWER "
Q.11. WHAT SORT OF TEAMWORK DID THE MEN IN YOUR COMPANY OR BATTERY SHOW IN ACTUAL BATTLE*  1. VERY GOOD 2. FAIRLY GOOD 3. NOT VERY GOOD 4. NOT GOOD AT ALL 0. NO ANSWER 
Q.12. HOW IMPORTANT A PART DO YOU THINK YOUR KIND OF OUTFIT WILL PLAY IN WINNING THE WAR*  1. A VERY IMPORTANT PART 2. A FAIRLY IMPORTANT PART 3. NOT A VERY IMPORTANT PART 4. NOT IMPORTANT AT ALL 0. NO ANSWER 
Q.13. DO YOU USUALLY FEEL THAT WHAT YOU ARE DOING IN THE ARMY IS WORTHWHILE OR NOT*  1. I USUALLY FEEL IT IS WORTHWHILE 2. I USUALLY FEEL IT IS NOT WORTHWHILE 3. UNDECIDED 0. NO ANSWER 
"Q.14. WHEN YOU WERE FIGHTING IN A PARTICULAR BATTLE, DID YOU EVER HAVE THE FEELING THAT IT WASN,T WORTH THE COST*  1. YES, ALMOST ALWAYS 2. SOMETIMES 3. NO, NEVER 4. UNDECIDED 0. NO ANSWER X. QUESTION 15 NOT CODED. "
"Q.16A. WHILE YOU WERE AT THE BATTLEFRONT, WERE YOU TOLD ENOUGH ABOUT YOUR COMBAT ASSIGNMENT SO THAT YOU KNEW JUST WHAT YOU PERSONALLY HAD TO DO*  1. I WAS ALWAYS TOLD ENOUGH 2. I WAS USUALLY TOLD ENOUGH 3. I WAS OFTEN NOT TOLD ENOUGH 4. I WAS USUALLY NOT TOLD ENOUGH 0. NO ANSWER "
"Q.16B. DID YOU FEEL THAT YOU WERE TOLD AS MUCH AS YOUR LEADERS COULD TELL YOU UNDER THE CIRCUMSTANCES, OR COULD THEY HAVE TOLD YOU MORE*  1. THEY TOLD US AS MUCH AS THEY COULD 2. THEY COULD HAVE TOLD US SOMEWHAT MORE 3. THEY COULD HAVE TOLD US A LOT MORE 0. NO ANSWER "
"Q.17A. WHILE YOU WERE AT THE BATTLEFRONT, DID YOU HAVE A PRETTY CLEAR PICTURE OF HOW YOUR OUTFIT,S MISSION FITTED INTO THE BATTLE AS A WHOLE*  1. I ALWAYS DID 2. I USUALLY DID 3. I USUALLY DID NOT 4. I NEVER DID 0. NO ANSWER "
"Q.17B. DID YOU FEEL THAT YOU WERE TOLD AS MUCH AS YOUR LEADERS COULD TELL YOU UNDER THE CIRCUMSTANCES, OR COULD THEY HAVE TOLD YOU MORE*  1. THEY TOLD US AS MUCH AS THEY COULD 2. THEY COULD HAVE TOLD US SOMEWHAT MORE 3. THEY COULD HAVE TOLD US A LOT MORE 0. NO ANSWER X. QUESTION 18 NOT CODED. "
Q.19. DO YOU THINK THAT THE MEN ON THE SUPPLY LINES DID EVERYTHING THEY COULD TO SEE THAT YOUR OUTFIT RECEIVED GOOD FOOD WHILE YOU WERE IN COMBAT*  1. THEY DID EVERYTHING THEY COULD 2. THEY COULD HAVE DONE A BIT MORE 3. THEY COULD HAVE DONE A LOT MORE 4. UNDECIDED 0. NO ANSWER 
"Q.20. DID YOU RECEIVE ANY OF THE FOLLOWING DECORATIONS*  01. PURPLE HEART 02. SILVER STAR 03. DISTINGUISHED SERVICE CROSS 04. PURPLE HEART AND SILVER STAR 05. PURPLE HEART AND DISTINGUISHED SERVICE CROSS 06. SILVER STAR AND DISTINGUISHED SERVICE CROSS 07. PURPLE HEART, SILVER STAR, AND DISTINGUISHED SERVICE CROSS 08. NONE 09. SOLDIER,S MEDAL (VOLUNTEERED) 00. NO ANSWER "
Q.21A. HOW DO YOU FEEL ABOUT THE SILVER STAR*  1. ALL MEN I KNOW WHO GOT THEM REALLY DESERVED THEM 2. A FEW MEN I KNOW WHO GOT THEM DID NOT DESERVE THEM 3. MANY MEN I KNOW WHO GOT THEM DID NOT DESERVE THEM 0. NO ANSWER 
"Q.21B. DO YOU KNOW ANY MEN WHO DESERVED SILVER STARS BUT DID NOT GET THEM*  1. MANY MEN I KNOW DESERVED SILVER STARS BUT DID NOT GET THEM 2. A FEW MEN I KNOW DESERVED SILVER STARS BUT DID NOT GET THEM 3. NOBODY I KNEW DESERVED A SILVER STAR BUT DID NOT GET IT 0. NO ANSWER X. CODES 01-04 PRECODED ON QUESTIONNAIRE, OTHER RESPONSES VOLUNTEERED. "
"Q.22. WHICH OF THE FOLLOWING STATEMENTS BEST TELLS THE WAY YOU WOULD FEEL ABOUT GOING BACK INTO ACTUAL BATTLE*  01. I WANT VERY MUCH TO GET INTO IT AS SOON AS POSSIBLE 02. I AM READY TO GO ANYTIME 03. I HOPE I WON,T HAVE TO GO BUT IF I GO I THINK I WILL DO ALL RIGHT 04. I HOPE I WON,T HAVE TO GO BECAUSE I DON,T THINK I WOULD DO VERY WELL 05. HAVE DONE MY SHARE, LET OTHERS FIGHT 06. NEED A REST OR FURLOUGH FIRST 07. COULDN,T STAND IT, AFRAID, NERVES SHOT 08. PHYSICAL CONDITION 09. QUALIFIED ACCEPTANCE 10. REFUSAL (MISCELLANEOUS) 11. ALL OTHERS 00. NO ANSWER "
Q.23. THINK OF ALL THE MEN IN YOUR PLATOON (OR EQUIVALENT UNIT) JUST BEFORE YOU WENT INTO ACTION FOR THE FIRST TIME. NOW THINK OF THE ONE MAN WHO HAD SERVED THE MOST TIME IN THE GUARDHOUSE. HOW DID HE DO IN ACTUAL BATTLE AS COMPARED WITH OTHER MEN IN THE PLATOON*  1. HE DID MUCH BETTER THAN AVERAGE 2. HE DID BETTER THAN AVERAGE 3. SAME AS AVERAGE 4. HE DID WORSE THAN AVERAGE 5. HE DID MUCH WORSE THAN AVERAGE 6. ANY OTHER ANSWER 0. NO ANSWER 
"Q.24. AFTER THE WAR IS OVER, DO YOU THINK THE UNITED STATES WILL BE A BETTER PLACE OR A WORSE PLACE TO LIVE IN THAN IT WAS BEFORE THE WAR*  1. BETTER AFTER THE WAR THAN BEFORE THE WAR 2. SAME AFTER THE WAR AS BEFORE THE WAR 3. WORSE AFTER THE WAR THAN BEFORE THE WAR 4. UNDECIDED 0. NO ANSWER "
"Q.25. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE GERMANS*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB, BUT OUR LOSSES WON,T BE HEAVY 3. IT WILL BE A TOUGH JOB, WITH HEAVY LOSSES OF MEN AND EQUIPMENT 0. NO ANSWER "
"Q.26. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE TO BEAT THE JAPANESE*  1. IT WILL NOT BE VERY HARD 2. IT WILL BE A TOUGH JOB, BUT OUR LOSSES WON,T BE HEAVY 3. IT WILL BE A TOUGH JOB, WITH HEAVY LOSSES OF MEN AND EQUIPMENT 0. NO ANSWER "
Q.27. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE GERMANS AFTER THE WAR*  1. PUNISH THE LEADERS BUT NOT THE ORDINARY GERMAN 2. MAKE THE ORDINARY GERMAN PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE GERMAN NATION 0. NO ANSWER 
Q.28. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE JAPANESE AFTER THE WAR*  1. PUNISH THE LEADERS BUT NOT THE ORDINARY JAPANESE 2. MAKE THE ORDINARY JAPANESE PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE JAPANESE NATION 0. NO ANSWER 
Q.29A. WHICH ONE OF THESE SITUATIONS DID YOU FIND TOUGHEST TO TAKE*  1. WAITING BEFORE AN ATTACK 2. UNDERGOING MORTAR FIRE OR AN ARTILLERY BARRAGE 3. BEING BOMBED OR STRAFED BY ENEMY AIRCRAFT 4. ENGAGING WITH THE ENEMY IN HAND TO HAND COMBAT 5. KEEPING GOING AFTER LONG HOURS OF COMBAT 6. SOMETHING ELSE 0. NO ANSWER 
