CARD.  1. CARD ONE 
DECK.  227. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM.  1. B FORM 2. C FORM 
Q.1. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS TO 1 YEAR 3. OVER 1 YEAR TO 1.2 YEARS 4. OVER 1.2 YEARS TO 2 YEARS 5. OVER 2 YEARS TO 2 1/2 YEARS 6. OVER 2 1/2 YEARS TO 3 YEARS 7. OVER 3 YEARS TO 3 1/2 YEARS 8. OVER 3 1/2 YEARS 0. NO ANSWER 
Q.2. HOW FAR DID YOU GO IN SCHOOL BEFORE ENTERING THE ARMY*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.3. HOW LONG HAVE YOU BEEN OVERSEAS* (COUNT FROM THE TIME YOU LEFT THE STATES.)  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS TO A YEAR 3. OVER 1 YEAR TO 1 1/2 YEARS 4. OVER 1 1/2 YEARS TO 2 YEARS 5. OVER 2 YEARS TO 2 1/2 YEARS 6. OVER 2 1/2 YEARS TO 3 YEARS 7. OVER 3 YEARS TO 3 1/2 YEARS 8. OVER 3 1/2 YEARS 0. NO ANSWER **************************************************************** P. MOST OF THE QUESTIONS BELOW ARE ABOUT CERTAIN ENTERTAINMENT FACILITIES THE ARMY PROVIDES FOR SOLDIERS IN THE EUROPEAN THEATER. YOUR FRANK AND HONEST ANSWERS TO THESE QUESTIONS WILL HELP THE ARMY PROVIDE THE KIND OF ENTERTAINMENT FACILITIES THAT MEN WANT. 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  1. MORE MOVIES 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  155 1. BETTER MOVIES 611 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  260 1. MORE RADIO SETS 506 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  31 1. BETTER RADIO PROGRAMS 735 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  55 1. MORE BOOKS AND MAGAZINES 711 2. NOT CHOSEN 
"Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  70 1. MORE ATHLETIC EQUIPMENT FOR BASEBALL, VOLLEYBALL, ETC. 696 2. NOT CHOSEN "
"Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  23 1. MORE LIGHT GAMES SUCH AS PING-PONG, HORSESHOES, DARTS, ETC. 743 2. NOT CHOSEN "
"Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  11 1. MORE TABLE GAMES SUCH AS CHECKERS, CARD GAMES, ETC. 755 2. NOT CHOSEN "
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  55 1. MORE EDUCATION CLASSES 711 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  38 1. BETTER EDUCATION CLASSES 728 2. NOT CHOSEN 
Q.4. WHICH ONE OF THE FOLLOWING THINGS DO YOU THINK IS MOST NEEDED IN YOUR OUTFIT* X. ON FORM C CODES LISTED IN REVERSE ORDER.  22 1. NO ANSWER 744 2. NOT CHOSEN 
"Q.5. ON THE AVERAGE, ABOUT HOW MUCH TIME DAILY DID YOU SPEND LISTENING TO THE RADIO DURING THE PAST WEEK*  1. DIDN,T LISTEN AT ALL 2. LISTENED LESS THAN 15 MINUTES DAILY 3. LISTENED BETWEEN 15 MINUTES AND A HALF HOUR DAILY 4. LISTENED BETWEEN A HALF HOUR AND AN HOUR DAILY 5. LISTENED BETWEEN 1 HOUR AND 2 HOURS DAILY 6. LISTENED BETWEEN 2 HOURS AND 3 HOURS DAILY 7. LISTENED BETWEEN 3 HOURS AND 5 HOURS DAILY 8. LISTENED MORE THAN 5 HOURS DAILY 0. NO ANSWER "
"Q.6. CHECK THE REASONS WHY YOU DIDN,T LISTEN TO THE RADIO MORE THAN YOU DID DURING THE PAST WEEK. X. ON FORM C CODES LISTED IN REVERSE ORDER.  1. I LISTENED ALL I WANTED TO 2. NOT CHOSEN "
