CARD.  1. CARD ONE 
DECK.  232. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. P. PART I. 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. TECHNICIAN 5TH GRADE OR CORPORAL 3. TECHNICIAN 4TH GRADE OR SERGEANT 4. FIRST THREE GRADES - STAFF SERGEANT, TECHNICIAN 3RD GRADE, OR HIGHER 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. EIGHTEEN YEARS OF AGE OR LESS 02. NINETEEN 03. TWENTY 04. TWENTY-ONE 05. TWENTY-TWO 06. TWENTY-THREE 07. TWENTY-FOUR 08. 25-29 09. 30-34 10. 35 AND OVER 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.4. HOW LONG HAVE YOU BEEN OVERSEAS (COUNT FROM THE TIME YOU LEFT THE STATES)*  1. 6 MONTHS OR LESS 2. OVER 6 TO 12 MONTHS 3. OVER 12 TO 18 MONTHS 4. OVER 18 MONTHS TO 2 YEARS 5. OVER 2 TO 3 YEARS 6. OVER 3 YEARS 7. NATIVES OF OAHU 0. NO ANSWER 
Q.5. WHAT BRANCH OF THE ARMY ARE YOU IN*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER 04. INFANTRY 05. MEDICAL DEPARTMENT 06. SIGNAL CORPS 07. COAST ARTILLERY 08. ARMORED (TANKS AND TANK DESTROYERS) 09. ANTI-AIRCRAFT 10. AIR CORPS 11. ORDNANCE DEPARTMENT 12. TRANSPORTATION CORPS 13. CHEMICAL WARFARE SERVICE 14. MILITARY POLICE 15. OTHER (WHICH ONE) 00. NO ANSWER 
"Q.6. ARE YOU:  1. SINGLE 2. MARRIED, NO CHILDREN 3. MARRIED, WITH ONE OR MORE CHILDREN 4. WIDOWED, DIVORCED, OR SEPARATED 0. NO ANSWER "
Q.7. HOW LONG HAVE YOU BEEN WITH YOUR PRESENT OUTFIT*  1. LESS THAN 3 MONTHS 2. 3 TO 6 MONTHS 3. 6 TO 12 MONTHS 4. OVER 12 MONTHS 0. NO ANSWER 
"Q.8. IN GENERAL, DO YOU THINK THE ARMY HAS TRIED ITS BEST TO SEE THAT MEN GET AS SQUARE A DEAL AS POSSIBLE*  1. YES, IT HAS TRIED ITS BEST 2. IT HAS TRIED SOME, BUT NOT HARD ENOUGH 3. IT HAS HARDLY TRIED AT ALL 0. NO ANSWER "
"Q.9. IN GENERAL, DO YOU FEEL YOU YOURSELF HAVE GOT A SQUARE DEAL FROM THE ARMY*  1. YES, IN MOST WAYS I HAVE 2. IN SOME WAYS, YES, IN OTHER WAYS, NO 3. NO, ON THE WHOLE I HAVE NOT GOT A SQUARE DEAL 0. NO ANSWER "
"Q.10. HOW DO YOU FEEL ABOUT WHAT YOU,VE DONE IN THIS WAR*  1. I FEEL I,VE ALREADY DONE MY SHARE AS A SOLDIER AND SHOULD BE DISCHARGED 2. I FEEL I,VE ALREADY DONE MY SHARE, BUT I,M WILLING TO DO MORE 3. I DON,T FEEL THAT I,VE DONE MY SHARE YET 0. NO ANSWER "
Q.11. HOW SATISFIED ARE YOU ABOUT BEING IN YOUR PRESENT ARMY JOB INSTEAD OF SOME OTHER ARMY JOB*  1. VERY SATISFIED 2. SATISFIED 3. IT DOES NOT MAKE ANY DIFFERENCE TO ME 4. DISSATISFIED 5. VERY DISSATISFIED 0. NO ANSWER 
"Q.12. ON THE WHOLE, HOW IS THE MORALE OF THE MEN IN YOUR OUTFIT*  1. VERY HIGH 2. FAIRLY HIGH 3. JUST SO-SO 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER P. THE OFFICE OF THE SURGEON, PACIFIC OCEAN AREAS, IS INTERESTED IN FINDING OUT ABOUT THE HEALTH OF SOLDIERS LIKE YOURSELF. PLEASE ANSWER THESE QUESTIONS CAREFULLY EVEN THOUGH SOME OF THEM MAY SOUND STRANGE TO YOU. "
"Q.13A. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.13B. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 0. NO ANSWER 
Q.13C. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.13D. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.13E. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.13F. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 0. NO ANSWER 
"Q.13G. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
"Q.13H. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
"Q.14. HOW WOULD YOU YOURSELF RATE YOUR OWN PHYSICAL CONDITION AND HEALTH* DO YOU THINK YOU ARE PHYSICALLY QUALIFIED FOR GENERAL SERVICE DUTY, OR DO YOU THINK YOU HAVE SOME CONDITION THAT MAKES YOU FIT ONLY FOR A LIMITED ASSIGNMENT OF SOME SORT*  1. ANY GENERAL SERVICE DUTY 2. ONLY FOR A LIMITED ASSIGNMENT 3. UNDECIDED 0. NO ANSWER "
"Q.15. IF YOU HAVE ANY PHYSICAL CONDITION WHICH NEEDS CORRECTION, OR IF THERE IS ANYTHING ELSE WRONG WITH YOU, PLEASE TELL WHAT IT IS.  1. EYES, EARS, NOSE, THROAT 2. NOT CHOSEN "
"Q.15. IF YOU HAVE ANY PHYSICAL CONDITION WHICH NEEDS CORRECTION, OR IF THERE IS ANYTHING ELSE WRONG WITH YOU, PLEASE TELL WHAT IT IS.  118 1. BACK, SPINE, RHEUMATISM 2294 2. NOT CHOSEN "
"Q.15. IF YOU HAVE ANY PHYSICAL CONDITION WHICH NEEDS CORRECTION, OR IF THERE IS ANYTHING ELSE WRONG WITH YOU, PLEASE TELL WHAT IT IS.  145 1. NERVOUSNESS 2267 2. NOT CHOSEN "
