CARD.  1. CARD ONE 
DECK.  068. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"FORM. X. IMPORTANT: SEE SPECIAL NOTES IN INTRODUCTION.  1. MATCHED GROUP (CASES IN WHICH IT WAS POSSIBLE TO MATCH A MAN,S FORM 20 CARD WITH THE QUESTIONNAIRE HE FILLED OUT) 2. UNDESIGNATED GROUP 3. UNDESIGNATED GROUP (PERHAPS UNMATCHED FORM 20 CARDS) "
"Q.1. WHAT BRANCH OF SERVICE ARE YOU IN*  1. ENGINEERS 2. SIGNAL CORPS 3. MEDICAL DEPARTMENT 4. ORDNANCE 5. QUARTERMASTER CORPS 6. MILITARY POLICE 7. CHEMICAL WARFARE 8. TRANSPORTATION (PORT, CO., OR BN.) 9. UNDESIGNATED CODE 0. NO ANSWER "
Q.2. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT ANY GRADE OR TECHNICIAN 3RD OR 4TH GRADE 8. NO ANSWER 9. UNDESIGNATED CODE 0. NO CODE OR NO DATA 
Q.3. HOW LONG HAVE YOU BEEN IN THE ARMY*  1. 3 MONTHS OR LESS 2. MORE THAN 3 MONTHS UP TO 6 MONTHS 3. MORE THAN 6 MONTHS UP TO A YEAR 4. OVER A YEAR UP TO 2 YEARS 5. OVER 2 YEARS 8. NO ANSWER 9. UNDESIGNATED CODE 0. NO CODE OR NO DATA 
Q.4. HOW DID YOU GO INTO THE ARMY*  1. DRAFTED 2. VOLUNTEERED 3. MEMBER OF THE NATIONAL GUARD 8. NO ANSWER 9. UNDESIGNATED CODE 0. NO CODE OR NO DATA 
Q.5. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE PAST FIVE YEARS OF YOUR CIVILIAN LIFE* X. CODES NOT PROVIDED BY SURVEY ORGANIZATION.  01. 02. 03. 04. 05. 06. 07. 08. 09. 99. UNDESIGNATED CODE 00. NO ANSWER 
Q.6. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL (OR TRADE SCHOOL) 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 9. UNDESIGNATED CODE 0. NO ANSWER 
Q.7. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. UNDER 20 YEARS OF AGE 2. 20-21 3. 22-24 4. 25-29 5. 30-35 6. 35 AND OVER 9. UNDESIGNATED CODE 0. NO ANSWER X. Q.8A AND Q.8B CODED TOGETHER BY SURVEY ORGANIZATION. 
"Q.8A. ARE YOU SINGLE, MARRIED, OR WIDOWED, DIVORCED, SEPARATED*  Q.8B. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*  1. SINGLE, I AM NOT MARRIED 2. MARRIED, BEFORE ENTERING THE ARMY 3. MARRIED, AFTER ENTERING THE ARMY 4. WIDOWED, DIVORCED, SEPARATED 9. UNDESIGNATED CODE 0. NO ANSWER "
Q.9. WHAT WERE YOU DOING JUST BEFORE YOU CAME INTO THE ARMY*  1. WORKING AT A PAID JOB 2. GOING TO SCHOOL 3. LOOKING FOR WORK 4. OTHER (WHAT*) 9. UNDESIGNATED CODE 0. NO ANSWER X. QUESTIONS 10-13 NOT CODED BY SURVEY ORGANIZATION. 
Q.13C. HOW LONG HAVE YOU HAD THIS AS YOUR MAIN ARMY JOB OR ASSIGNMENT*  1. UNDER 1 MONTH 2. 1-3 MONTHS 3. 4-6 MONTHS 4. 7-12 MONTHS (1 YEAR) 5. 13 MONTHS OR MORE (OVER 1 YEAR) 9. UNDESIGNATED CODE 0. NO ANSWER 
