CARD.  1. CARD ONE 
DECK.  230. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT, OR FIRST SERGEANT 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS 02. 19 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 YEARS 10. 30-34 YEARS 11. 35 YEARS AND OVER 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 8TH GRADE 2. FINISHED 8TH GRADE 3. SOME HIGH SCHOOL BUT DID NOT FINISH 4. GRADUATED FROM HIGH SCHOOL 5. WENT TO COLLEGE 0. NO ANSWER 
Q.4. HOW MANY MONTHS HAVE YOU BEEN OVERSEAS* (COUNT FROM THE TIME YOU SAILED FROM THE U.S.)  1. 6 MONTHS OR LESS 2. OVER 6 MONTHS TO 12 MONTHS 3. OVER 12 MONTHS TO 18 MONTHS 4. OVER 18 MONTHS TO 24 MONTHS 5. OVER 24 MONTHS TO 30 MONTHS 6. OVER 30 MONTHS TO 36 MONTHS 7. OVER 36 MONTHS 0. NO ANSWER 
"Q.5. IN YOUR OPINION, HOW IMPORTANT IN WINNING THE WAR IS THE WORK THAT YOUR OUTFIT IS DOING*  1. VERY IMPORTANT 2. FAIRLY IMPORTANT 3. NOT SO IMPORTANT 4. NOT IMPORTANT AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.6. ON THE WHOLE, HOW IS THE MORALE OF THE MEN IN YOUR OUTFIT*  1. VERY HIGH 2. FAIRLY HIGH 3. JUST SO-SO 4. FAIRLY LOW 5. VERY LOW 0. NO ANSWER "
"Q.7. ABOUT HOW MUCH LONGER DO YOU THINK THE WAR WILL LAST WITH JAPAN*  01. 6 MONTHS OR LESS 02. 7 TO 11 MONTHS 03. ONE YEAR 04. 13 TO 17 MONTHS 05. EIGHTEEN MONTHS 06. 19 TO 23 MONTHS 07. TWO YEARS 08. OVER TWO YEARS, LONG TIME 09. DON,T KNOW 10. QUALIFIED ANSWER 00. NO ANSWER "
"Q.8. WHICH COMES CLOSEST TO YOUR IDEA OF HOW HARD IT IS GOING TO BE FROM NOW ON TO BEAT THE JAPS*  1. IT WILL BE A TOUGH JOB BUT OUR LOSSES WON,T BE TOO HEAVY 2. IT WILL BE A TOUGH JOB WITH HEAVY LOSSES OF MEN AND EQUIPMENT 3. IT WILL NOT BE VERY HARD 0. NO ANSWER "
"Q.9. DO YOU EVER GET THE FEELING THAT THIS WAR IS NOT WORTH FIGHTING*  1. VERY OFTEN 2. SOMETIMES 3. ONCE IN A GREAT WHILE 4. NEVER 0. NO ANSWER P. MANY OUTFITS HAVE REGULARLY SCHEDULED MEETINGS OR CLASSES AT WHICH THERE ARE TALKS AND DISCUSSIONS ABOUT CURRENT EVENTS AND THE PROGRESS OF THE WAR. IN OFFICIAL ARMY LANGUAGE, THESE ARE CALLED ""ORIENTATION"" MEETINGS. BELOW ARE SOME QUESTIONS ABOUT THESE MEETINGS. "
Q.10. DO YOU THINK THAT SUCH MEETINGS AS THESE ARE WORTHWHILE OR NOT*  1. VERY MUCH WORTHWHILE 2. FAIRLY WORTHWHILE 3. NOT SO WORTHWHILE 4. NOT WORTHWHILE AT ALL 5. UNDECIDED 0. NO ANSWER 
"Q.11. DOES YOUR OUTFIT HAVE MEETINGS WITH TALKS, OR TALKS AND DISCUSSIONS, ABOUT CURRENT EVENTS AND THE COURSE OF THE WAR*  1. YES 2. NO 3. I DON,T KNOW 0. NO ANSWER "
