CARD.  1. CARD ONE 
DECK.  177. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN, 5TH GRADE 3. SERGEANT (ANY GRADE) OR TECHNICIAN, 3RD OR 4TH GRADE 4. NO ANSWER 0. NO CODE OR NO DATA "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  1. 20 YEARS AND UNDER 2. 21-24 YEARS 3. 25-29 YEARS 4. 30-34 YEARS 5. 35 YEARS AND OVER 6. NO ANSWER 0. NO CODE OR NO DATA 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. ATTENDED TRADE SCHOOL 7. GRADUATED FROM HIGH SCHOOL 8. SOME COLLEGE BUT DID NOT FINISH 9. GRADUATED FROM COLLEGE 0. NO ANSWER 
Q.4. ARE YOU:  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 5. NO ANSWER 0. NO CODE OR NO DATA 
"Q.5. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY ON ACTIVE DUTY.  1. LESS THAN 6 MONTHS 2. 6 MONTHS UP TO 1 YEAR 3. 1 YEAR UP TO 2 YEARS 4. 2 YEARS UP TO 3 YEARS 5. 3 YEARS UP TO 4 YEARS 6. 4 YEARS AND OVER 0. NO ANSWER "
Q.6. HOW LONG HAVE YOU BEEN OVERSEAS* (COUNT FROM THE TIME YOU LEFT THE STATES)  1. LESS THAN 2 MONTHS 2. 2 MONTHS UP TO 3 MONTHS 3. 3 MONTHS UP TO 6 MONTHS 4. 6 MONTHS UP TO 1 YEAR 5. 1 YEAR UP TO 2 YEARS 6. 2 YEARS UP TO 3 YEARS 7. 3 YEARS AND OVER 8. NO ANSWER 0. NO CODE OR NO DATA 
Q.7. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. FIELD ARTILLERY 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. ARMORED FORCE 07. SIGNAL CORPS 08. COAST ARTILLERY OR ANTI-AIRCRAFT 09. AIR CORPS 10. TRANSPORTATION CORPS 11. ORDNANCE DEPARTMENT 12. CHEMICAL WARFARE SERVICE 13. MILITARY POLICE 14. CAVALRY 15. OTHER 00. NO ANSWER 
"Q.8. WHAT IS YOUR PRESENT ARMY JOB* (FOR EXAMPLE, TRUCK DRIVER, CLERK, RIFLEMAN, COOK, RADIO OPERATOR, ETC. IF YOU ARE IN A HOSPITAL, GIVE THE JOB YOU HAD IN YOUR LAST COMBAT OUTFIT)  1. DIRECTLY IN ACTIVE COMBAT (RIFLEMAN, SQUAD LEADER, BAR MAN, BAZOOKA MAN, MACHINE GUNNER, MORTAR MAN, AMMUNITION BEARER, ASSISTANT SQUAD LEADER, PLATOON SERGEANT, ARTILLERY MAN, CANNONEER, GUNNER, HEAVY WEAPONS) 2. ALL OTHERS 3. NO ANSWER 0. NO CODE OR NO DATA "
"Q.9. THINK OF THE AVERAGE AMERICAN SOLDIER WHO DOES YOUR KIND OF ARMY JOB. ABOUT HOW LONG WOULD YOU SAY HE CAN ""CARRY ON"" AT THE FRONT WITHOUT RELIEF BEFORE HIS EFFICIENCY BEGINS TO DROP SERIOUSLY*  01. 1 OR 2 DAYS 02. 3-6 DAYS 03. 7-13 DAYS 04. 14-29 DAYS 05. 1 MONTH BUT LESS THAN 2 MONTHS 06. 2 MONTHS BUT LESS THAN 4 MONTHS 07. 4 MONTHS OR OVER 08. DEPENDS ON TYPE OF ACTION, TYPE OF TERRAIN OR TYPE OF WEATHER 09. DEPENDS ON JOB 10. CAN,T ANSWER OR HARD TO SAY 11. DON,T KNOW 00. NO ANSWER "
"Q.10. SINCE YOU HAVE BEEN OVERSEAS, WHAT IS THE TOTAL AMOUNT OF TIME YOU HAVE BEEN ON ACTIVE COMBAT DUTY* WE MEAN BY ACTIVE COMBAT DUTY, DOING WHATEVER YOUR JOB IS, WITHIN RANGE OF THE ENEMY,S ARTILLERY. (DO NOT COUNT TIME SPENT IN REST PERIODS OR IN HOSPITALS OR ANY TIME YOU WERE NOT ON ACTIVE COMBAT DUTY FOR SOME OTHER REASONS.)  01. LESS THAN 2 WEEKS 02. 2 WEEKS UP TO 1 MONTH 03. 1 MONTH UP TO 2 MONTHS 04. 2 MONTHS UP TO 3 MONTHS 05. 3 MONTHS UP TO 4 MONTHS 06. 4 MONTHS UP TO 5 MONTHS 07. 5 MONTHS UP TO 6 MONTHS 08. 6 MONTHS UP TO 7 MONTHS 09. 7 MONTHS UP TO 8 MONTHS 10. 8 MONTHS UP TO 9 MONTHS 11. 9 MONTHS AND OVER 00. NO ANSWER "
"Q.11. BEFORE YOU WERE RELIEVED FROM DUTY AT THE FRONT THE LAST TIME, HOW LONG HAD YOU BEEN ON CONTINUOUS ACTIVE DUTY AT THE FRONT* WE MEAN BY CONTINUOUS, WITHOUT ANY BREAKS LIKE REST PERIODS, BEING IN THE HOSPITAL, ETC.  01. 1 OR LESS DAYS 02. 2 DAYS 03. 3-4 DAYS 04. 5-9 DAYS 05. 10-19 DAYS 06. 20-29 DAYS 07. 30-59 DAYS 08. 60 DAYS THROUGH 3 MONTHS 09. 4 TO 6 MONTHS 10. OVER 6 MONTHS 11. DON,T KNOW OR INDEFINITE ANSWER 00. NO ANSWER "
"Q.12. HOW LONG WERE YOU AT THE REPLACEMENT DEPOT BEFORE YOU JOINED THE OUTFIT YOU WENT INTO COMBAT WITH THE LAST TIME*  1. LESS THAN 2 WEEKS 2. 2 WEEKS UP TO 1 MONTH 3. 1 MONTH UP TO 2 MONTHS 4. 2 MONTHS UP TO 3 MONTHS 5. 3 MONTHS UP TO 4 MONTHS 6. 4 MONTHS UP TO 6 MONTHS 7. OVER 6 MONTHS 8. I DIDN,T GO THROUGH A REPLACEMENT DEPOT 0. NO ANSWER "
"Q.13. HOW LONG WERE YOU WITH YOUR PRESENT OUTFIT BEFORE YOU WENT INTO ACTION* (IF YOU ARE NOT WITH A COMBAT OUTFIT NOW, ANSWER FOR YOUR LAST COMBAT OUTFIT)  1. I WAS WITH IT LESS THAN 3 DAYS BEFORE I SAW ACTION 2. I WAS WITH IT 3 DAYS UP TO 1 WEEK BEFORE I SAW ACTION 3. I WAS WITH IT 1 WEEK UP TO 2 WEEKS BEFORE I SAW ACTION 4. I WAS WITH IT 2 WEEKS UP TO 1 MONTH BEFORE I SAW ACTION 5. I WAS WITH IT 1 MONTH UP TO 2 MONTHS BEFORE I SAW ACTION 6. I WAS WITH IT OVER 2 MONTHS BEFORE I SAW ACTION 7. I CAME OVERSEAS WITH THE OUTFIT 0. NO ANSWER "
"Q.14. THE FIRST TIME YOU SAW ACTION ON THE FRONT LINES, WHAT SORT OF ACTION WAS IT*  1. HOLDING ACTION DURING A QUIET PERIOD 2. DEFENSIVE ACTION DURING AN ENEMY ATTACK 3. ATTACK AGAINST LIGHT ENEMY RESISTANCE 4. ATTACK AGAINST HEAVY ENEMY RESISTANCE 5. SOME OTHER SORT - MISCELLANEOUS 6. NO ACTION SEEN 7. NO ANSWER 0. NO CODE OR NO DATA "
"Q.15. HOW LONG HAVE YOU BEEN WITH YOUR PRESENT DIVISION* (IF YOU ARE IN A HOSPITAL, ANSWER THIS QUESTION AND THE NEXT ONE FOR YOUR LAST COMBAT OUTFIT)  1. LESS THAN 2 WEEKS 2. 2 WEEKS UP TO 1 MONTH 3. 1 MONTH UP TO 2 MONTHS 4. 2 MONTHS UP TO 3 MONTHS 5. 3 MONTHS UP TO 6 MONTHS 6. 6 MONTHS UP TO 1 YEAR 7. 1 YEAR UP TO 2 YEARS 8. 2 YEARS UP TO 3 YEARS 9. 3 YEARS AND OVER 0. NO ANSWER "
Q.16A. HOW MANY MONTHS HAVE YOU BEEN IN YOUR PRESENT COMPANY OR BATTERY*  1. 1 WEEK OR LESS 2. OVER 1 WEEK BUT LESS THAN 1 MONTH 3. 1 MONTH BUT LESS THAN 2 MONTHS 4. 2 MONTHS BUT LESS THAN 6 MONTHS 5. 6 MONTHS BUT LESS THAN 12 MONTHS 6. 12 MONTHS TO 23 MONTHS (ALSO CONTAINS SOME WHO ARE OVER TWO YEARS) 7. 2 YEARS OR OVER 8. NO ANSWER 0. NO CODE OR NO DATA 
"Q.16B. HOW MANY OF THE MEN WHO WERE IN YOUR COMPANY OR BATTERY WHEN YOU JOINED IT HAVE BECOME BATTLE CASUALTIES*  01. 0, 1, OR 2 CASUALTIES 02. 3 OR 4 CASUALTIES 03. 5-9 OR ""FEW"" CASUALTIES 04. 10-19 CASUALTIES 05. 20-49 CASUALTIES 06. 50-99 OR ""PLENTY"" CASUALTIES 07. 100-149 OR ""MOST"" CASUALTIES 08. 150-189 OR ""NEARLY ALL"" CASUALTIES 09. 190 OR MORE CASUALTIES 10. WHOLE COMPANY EXCEPT 1-5 MEN 11. DON,T KNOW 00. NO ANSWER "
