CARD.  1. CARD ONE 
DECK.  115. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. S-115A 2. S-115B 
Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE 2. PRIVATE FIRST CLASS 3. TECHNICIAN 5TH GRADE OR CORPORAL 4. TECHNICIAN 4TH GRADE OR SERGEANT 5. TECHNICIAN 3RD GRADE OR STAFF SERGEANT 6. TECHNICAL SERGEANT 7. MASTER SERGEANT OR FIRST SERGEANT 0. NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR LESS 02. 19 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 YEARS 10. 30-34 YEARS 11. 35 YEARS OR MORE 00. NO ANSWER 
Q.3. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 
Q.4. IN WHAT STATE OF THE UNITED STATES DID YOU SPEND MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY* E. SECTION:  01. NEW ENGLAND 02. MIDDLE ATLANTIC 03. EAST NORTH CENTRAL 04. WEST NORTH CENTRAL 05. SOUTH ATLANTIC 06. EAST SOUTH CENTRAL 07. WEST SOUTH CENTRAL 08. MOUNTAIN 09. PACIFIC 10. FOREIGN - U.S. POSSESSION 11. FOREIGN - NOT U.S. 12. U.S. - STATE NOT SPECIFIED 00. NO ANSWER 
"Q.5. WHERE WERE YOU LIVING MOST OF THE LAST FIVE YEARS OF YOUR CIVILIAN LIFE BEFORE YOU CAME INTO THE ARMY*  1. ON A FARM OR IN THE COUNTRY 2. IN A SMALL TOWN (FEWER THAN 2,500 PEOPLE) 3. IN A TOWN (WITH BETWEEN 2,500 AND 25,000 PEOPLE) 4. IN A CITY (BETWEEN 25,000 AND 100,000 PEOPLE) 5. IN A LARGE CITY (MORE THAN 100,000 PEOPLE) 0. NO ANSWER "
Q.6. ARE YOU:  1. SINGLE 2. MARRIED 3. DIVORCED OR SEPARATED 4. WIDOWED 
Q.7. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*  01. ENGINEERS 02. CHEMICAL WARFARE SERVICE 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. SIGNAL CORPS 07. COAST ARTILLERY AND ANTI-AIRCRAFT 08. AIR CORPS 09. ORDNANCE DEPARTMENT 10. MILITARY POLICE 11. OTHER 
"Q.8. IF YOU HAD A CHOICE, WHICH ONE OF THESE BRANCHES OF THE ARMY WOULD YOU LIKE TO BE IN*  01. ENGINEERS 02. CHEMICAL WARFARE SERVICE 03. QUARTERMASTER CORPS 04. INFANTRY 05. MEDICAL DEPARTMENT 06. SIGNAL CORPS 07. COAST ARTILLERY AND ANTI-AIRCRAFT 08. AIR CORPS 09. ORDNANCE DEPARTMENT 10. MILITARY POLICE 11. OTHER 00. NO ANSWER "
"Q.9. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED, BEFORE PEARL HARBOR 2. I WAS DRAFTED, AFTER PEARL HARBOR 3. I VOLUNTEERED, BEFORE PEARL HARBOR 4. I VOLUNTEERED, AFTER PEARL HARBOR 5. I CAME IN THROUGH THE NATIONAL GUARD "
"Q.10. HOW LONG HAVE YOU BEEN IN THE ARMY* P. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR A WHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.  1. 9 MONTHS OR LESS 2. OVER 9 MONTHS UP TO 12 MONTHS 3. OVER 12 MONTHS UP TO 15 MONTHS 4. OVER 15 MONTHS UP TO 18 MONTHS 5. OVER 18 MONTHS UP TO 24 MONTHS 6. OVER 24 MONTHS UP TO 30 MONTHS 7. OVER 30 MONTHS UP TO 36 MONTHS 8. OVER 36 MONTHS UP TO 42 MONTHS 9. OVER 42 MONTHS UP TO 48 MONTHS 0. OVER 48 MONTHS "
"Q.11. HOW MANY MONTHS HAVE YOU BEEN STATIONED IN THE CARIBBEAN AREA (COVERING PANAMA CANAL DEPARTMENT, AND ANTILLES DEPARTMENT - WHICH INCLUDES THE PUERTO RICAN DEPARTMENT, AND TRINIDAD SECTOR AND BASE COMMAND)*  ANP (MONTHS) 01. ONE MONTH OR LESS . . . 99. 99 MONTHS 00. NO ANSWER 98.NO CODE OR NO DATA "
Q.12. ARE YOU NOW STATIONED AT A POST OR OUTLYING POSITION*  1. POST 2. OUTLYING POSITION 0. NO ANSWER 
V.12A. EXPLANATION OF POST:  1. TRUE POST 2. IN BETWEEN POST AND OUTPOST - MORE LIKE POST 3. IN BETWEEN POST AND OUTPOST - MORE LIKE OUTPOST 4. TRUE OUTPOST 
Q.13. HOW MANY MONTHS IN ALL HAVE YOU BEEN AT YOUR PRESENT POST OR POSITION WHERE YOU ARE NOW STATIONED* (LEAVE OUT THE MONTHS YOU MAY HAVE BEEN STATIONED AWAY FROM YOUR POST OR POSITION.)  ANP (MONTHS) 01. ONE MONTH OR LESS . . . 49. OVER 49 MONTHS 00. NO ANSWER 99.NO CODE OR NO DATA 
"Q.14. IF EVERY MAN WERE GIVEN A 30-DAY FURLOUGH TO THE STATES ONCE A YEAR, HOW LONG, IN YOUR OPINION, COULD A MAN STAY IN THE TROPICS AND STILL DO HIS JOB WELL*  1. NO MORE THAN 6 MONTHS 2. NO MORE THAN 1 YEAR 3. NO MORE THAN 1 1/2 YEARS 4. NO MORE THAN 2 YEARS 5. NO MORE THAN 2 1/2 YEARS 6. NO MORE THAN 3 YEARS 7. NO MORE THAN 3 1/2 YEARS 8. NO MORE THAN 4 YEARS 9. MORE THAN 4 YEARS 0. NO ANSWER "
"Q.15. WOULD YOU LIKE IT BETTER OR WORSE IF YOUR OUTFIT MOVED AROUND EVERY SIX MONTHS OR SO, TO SOME OTHER PLACE WITHIN THIS TROPICAL AREA*  1. I WOULD LIKE IT BETTER IF MY OUTFIT MOVED AROUND 2. I WOULD LIKE IT WORSE IF MY OUTFIT MOVED AROUND 0. NO ANSWER X. QUESTIONS 16A AND 16B NOT CODED. "
Q.17. HOW INTERESTED ARE YOU IN YOUR ARMY JOB*  1. VERY MUCH INTERESTED 2. A LITTLE BUT NOT MUCH 3. NOT INTERESTED AT ALL 0. NO ANSWER 
Q.18. WOULD YOU CHANGE TO SOME OTHER ARMY JOB IF GIVEN A CHANCE*  1. YES 2. NO 3. UNDECIDED 0. NO ANSWER 
"Q.19. CONSIDERING EVERYTHING, DO YOU THINK THE ARMY DOES ALL IT CAN TO PROVIDE INTERESTING THINGS FOR YOU TO DO IN YOUR OFF-DUTY TIME*  1. YES, IT DOES ALL IT CAN 2. DOES QUITE A BIT, BUT COULD DO MORE 3. DOESN,T DO NEARLY ENOUGH, COULD DO A LOT MORE 0. NO ANSWER "
"Q.20. IN GENERAL, WHAT SORT OF A TIME DO YOU HAVE IN THE ARMY*  1. I HAVE A PRETTY GOOD TIME 2. IT,S ABOUT FIFTY-FIFTY 3. I HAVE A PRETTY ROTTEN TIME 0. NO ANSWER "
Q.21. DO YOU USUALLY FEEL THAT WHAT YOU ARE DOING IN THE ARMY IS WORTHWHILE OR NOT*  1. I USUALLY FEEL IT IS NOT WORTHWHILE 2. I USUALLY FEEL IT IS WORTHWHILE 3. UNDECIDED 0. NO ANSWER 
"Q.22. ON THE WHOLE, DO YOU THINK THE ARMY IS GIVING YOU A CHANCE TO SHOW WHAT YOU CAN DO*  1. A VERY GOOD CHANCE 2. A FAIRLY GOOD CHANCE 3. NOT MUCH OF A CHANCE 4. NO CHANCE AT ALL 5. UNDECIDED 0. NO ANSWER "
"Q.23. WOULD YOU SAY THAT MOST OF THE MEN IN YOUR OUTFIT USUALLY PUT ALL THEY HAVE INTO THEIR ARMY DUTIES, OR DO THEY USUALLY WORK JUST HARD ENOUGH TO GET BY*  1. MOST OF THE MEN USUALLY PUT ALL THEY HAVE INTO IT 2. MOST OF THE MEN USUALLY WORK HARD BUT COULD DO MORE 3. MOST OF THE MEN USUALLY WORK JUST HARD ENOUGH TO GET BY 4. UNDECIDED 0. NO ANSWER "
"Q.24. HOW ABOUT YOU, YOURSELF - WOULD YOU HONESTLY SAY THAT YOU USUALLY PUT ALL YOU HAVE INTO YOUR ARMY DUTIES, OR DO YOU USUALLY WORK JUST HARD ENOUGH TO GET BY*  1. I USUALLY PUT ALL I HAVE INTO IT 2. I USUALLY WORK HARD BUT COULD DO MORE 3. I USUALLY WORK JUST HARD ENOUGH TO GET BY 4. UNDECIDED 0. NO ANSWER "
"Q.25. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS 0. NO ANSWER "
"Q.26. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED 0. NO ANSWER "
