CARD.  1. CARD ONE 
DECK.  203. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. 203A 2. 203B 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT, OR 1ST SERGEANT 6. NO ANSWER 0. NO CODE OR NO DATA "
Q.2. HOW LONG HAVE YOU BEEN OVERSEAS*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 1 YEAR 4. OVER 1 YEAR UP TO 18 MONTHS 5. OVER 18 MONTHS UP TO 2 YEARS 6. OVER 2 YEARS 7. NO ANSWER 0. NO CODE OR NO DATA 
Q.3. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 10. 30-34 11. 35 AND OVER 12. NO ANSWER 00. NO CODE OR NO DATA 
Q.4. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 9. NO ANSWER 0. NO CODE OR NO DATA 
"Q.5. DURING THE LAST FEW WEEKS ABOUT HOW OFTEN DID YOU GET TO READ THE DAILY ISSUE OF ""THE STARS AND STRIPES""*  1. USUALLY EVERY DAY 2. ABOUT 3 OR 4 TIMES A WEEK 3. ABOUT 1 OR 2 TIMES A WEEK 4. SELDOM OR NEVER 5. NO ANSWER 0. NO CODE OR NO DATA "
"Q.6A. THE CARTOON IN ""THE STARS AND STRIPES"" THAT I LIKE BEST IS:  1. HUBERT 2. UP FRONT WITH MAULDIN 3. PRIVATE BREGER 0. NO ANSWER "
Q.6B. THE CARTOON THAT I LIKE LEAST IS:  1. HUBERT 2. UP FRONT WITH MAULDIN 3. PRIVATE BREGER 4. NO ANSWER 0. NO CODE OR NO DATA 
