CARD.  1. CARD ONE 
DECK.  091. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
"Q.1. WHAT IS YOUR RANK OR GRADE*  1. PRIVATE 2. PRIVATE FIRST CLASS 3. CORPORAL OR TECHNICIAN/5. 4. SERGEANT OR TECHNICIAN/4. 5. STAFF SERGEANT OR TECHNICIAN/3. 6. TECHNICAL SGT., MASTER SGT., OR FIRST SGT. 0. NO ANSWER "
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS OR YOUNGER 02. 19 YEARS 03. 20 YEARS 04. 21 YEARS 05. 22 YEARS 06. 23 YEARS 07. 24 YEARS 08. 25 YEARS 09. 26 THRU 29 YEARS 10. 30 THRU 34 YEARS 11. 35 YEARS AND OVER 00. NO ANSWER 
"Q.3. ARE YOU ...*  1. SINGLE 2. MARRIED BEFORE JOINING ARMY 3. MARRIED AFTER JOINING ARMY 4. WIDOWED, DIVORCED, OR SEPARATED 0. NO ANSWER "
"Q.4. HOW MANY CHILDREN DO YOU HAVE*  1. I,M NOT MARRIED 2. HAVE NO CHILDREN 3. HAVE ONE CHILD 4. HAVE MORE THAN ONE CHILD 0. NO ANSWER "
"Q.5. CHECK THE ANSWER THAT TELLS BEST HOW FAR YOU WENT IN SCHOOL:  1. DID NOT FINISH GRADE SCHOOL 2. FINISHED GRADE SCHOOL 3. HAD SOME HIGH SCHOOL, BUT DID NOT GRADUATE 4. GRADUATED FROM HIGH SCHOOL 5. HAD SOME COLLEGE, BUT DID NOT GRADUATE 6. GRADUATED FROM COLLEGE 7. NO ANSWER "
Q.6. HOW LONG HAVE YOU BEEN IN THE ARMY* E. FOR NATIONAL GUARD TROOPS THIS MEANS ACTIVE SERVICE.  1. SIX MONTHS OR LESS 2. MORE THAN 6 MONTHS BUT NOT OVER 1 YEAR 3. MORE THAN 1 YEAR BUT NOT OVER 2 YEARS 4. MORE THAN 2 YEARS 0. NO ANSWER 
Q.7. HOW DID YOU COME INTO THE ARMY*  1. I WAS DRAFTED 2. I VOLUNTEERED 3. I WAS IN THE NATIONAL GUARD 4. NO ANSWER 0. NO CODE OR NO DATA 
"Q.8. WHAT MONTH AND YEAR DID YOU JOIN THIS DIVISION*  1. OCTOBER 31, 1942 OR EARLIER 2. NOVEMBER 1, 1942 TO MAY 10, 1943 3. MAY 11, 1943 TO JULY 9, 1943 4. JULY 10, 1943 TO AUGUST 31, 1943 0. NO ANSWER "
