CARD.  1. CARD ONE 
DECK.  203. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
FORM:  1. 203A 2. 20XX 1191 
"Q.1. WHAT IS YOUR ARMY RANK OR GRADE*  1. PRIVATE OR PRIVATE FIRST CLASS 2. CORPORAL OR TECHNICIAN 5TH GRADE 3. SERGEANT OR TECHNICIAN 4TH GRADE 4. STAFF SERGEANT OR TECHNICIAN 3RD GRADE 5. TECHNICAL SERGEANT, MASTER SERGEANT, OR 1ST SERGEANT 0. NO ANSWER "
Q.2. HOW LONG HAVE YOU BEEN OVERSEAS*  1. 3 MONTHS OR LESS 2. OVER 3 MONTHS UP TO 6 MONTHS 3. OVER 6 MONTHS UP TO 1 YEAR 4. OVER 1 YEAR UP TO 18 MONTHS 5. OVER 18 MONTHS UP TO 2 YEARS 6. OVER 2 YEARS 0. NO ANSWER 
Q.3. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*  01. 18 YEARS 02. 19 03. 20 04. 21 05. 22 06. 23 07. 24 08. 25 09. 26-29 10. 30-34 11. 35 YEARS AND OVER 12. NO ANSWER 00. NO CODE OR NO DATA 
Q.4. HOW FAR DID YOU GO IN SCHOOL*  1. LESS THAN 6TH GRADE 2. FINISHED 6TH GRADE 3. FINISHED 7TH GRADE 4. FINISHED 8TH GRADE 5. SOME HIGH SCHOOL BUT DID NOT FINISH 6. GRADUATED FROM HIGH SCHOOL 7. SOME COLLEGE BUT DID NOT FINISH 8. GRADUATED FROM COLLEGE 0. NO ANSWER 
"Q.5. WHAT IS THE DATE ON YOUR COPY OF ""WARWEEK""*  1. DECEMBER 9, 1944 2. DECEMBER 16, 1944 3. DECEMBER 31, 1944 4. JANUARY 14, 1945 5. JANUARY 21, 1945 6. JANUARY 28, 1945 7. FEBRUARY 4, 1945 0. NO ANSWER P. THE FOLLOWING QUESTIONS ARE ABOUT ""WARWEEK"". (""WARWEEK"" IS THE 4 PAGE FEATURE SECTION WHICH HAS BEEN APPEARING ABOUT ONCE A WEEK IN ""THE STARS AND STRIPES"".) "
"Q.6. DURING THE LAST FEW WEEKS, HOW OFTEN HAVE YOU READ PART OR ALL OF ""WARWEEK""*  1. HAVE READ SOMETHING IN IT EVERY WEEK 2. HAVE READ SOMETHING IN IT SEVERAL TIMES 3. HAVE READ SOMETHING IN IT ONCE OR TWICE 4. HAVE NEVER READ ANYTHING IN IT 5. UNCERTAIN 0. NO ANSWER "
"Q.7. WHEN YOU SEE A COPY OF ""WARWEEK"", DO YOU USUALLY LOOK AT EVERYTHING IN IT, OR DO YOU SKIP THROUGH IT AND JUST LOOK AT SOME PARTS OF IT*  1. I USUALLY SKIP THROUGH AND JUST LOOK AT SOME PARTS OF IT 2. I USUALLY LOOK AT NEARLY EVERYTHING, BUT I DON,T READ IT ALL 3. I USUALLY READ NEARLY ALL OF IT 4. I HAVEN,T SEEN ""WARWEEK"" ENOUGH TO SAY 0. NO ANSWER "
