CARD.    1. CARD ONE 
DECK.   . SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT IS YOUR ARMY RANK OR GRADE*     . PRIVATE    . PRIVATE FIRST CLASS    . TECHNICIAN 5TH GRADE    . CORPORAL    . TECHNICIAN 4TH GRADE    . BUCK SERGEANT    . TECHNICIAN 3RD GRADE    . STAFF SERGEANT    . TECHNICAL SERGEANT    . MASTER SERGEANT OR 1ST SERGEANT 4  . OTHER    . NO ANSWER 
Q.2. HOW OLD WERE YOU ON YOUR LAST BIRTHDAY*    1.   YEARS OR YOUNGER   2.   YEARS   3.   YEARS   4.  -  YEARS   5.  -  YEARS   6.  -  YEARS   7.   YEARS AND OVER   8. NO ANSWER 3 0. NO CODE OR NO DATA X. QUESTIONS 3 AND 4 CODED TOGETHER. 
"Q.3. ARE YOU SINGLE, MARRIED, DIVORCED OR SEPARATED* F. IF MARRIED:  Q.4. WERE YOU MARRIED BEFORE OR AFTER ENTERING THE ARMY*    1. SINGLE   2. DIVORCED OR SEPARATED   3. WIDOWED   4. MARRIED BEFORE ENTERING THE ARMY   5. MARRIED AFTER ENTERING THE ARMY 7 6. MARRIED, NO INDICATION WHEN   7. NO ANSWER 5 0. NO CODE OR NO DATA "
"Q.5. HOW MANY CHILDREN DO YOU HAVE*    1. HAVE NO CHILDREN   2. HAVE ONE CHILD   3. HAVE TWO CHILDREN   4. HAVE THREE OR MORE CHILDREN   5. I,M NOT MARRIED   6. NO ANSWER 7 0. NO CODE OR NO DATA "
Q.6. HOW FAR DID YOU GO IN SCHOOL*    1. LESS THAN 6TH GRADE   2. FINISHED 6TH GRADE   3. FINISHED 7TH GRADE   4. FINISHED 8TH GRADE   5. SOME HIGH SCHOOL BUT DID NOT FINISH   6. GRADUATED FROM HIGH SCHOOL   7. SOME COLLEGE BUT DID NOT FINISH   8. GRADUATED FROM COLLEGE   0. NO ANSWER 
Q.7. WHAT BRANCH OF THE ARMY ARE YOU IN NOW*     . ENGINEERS    . FIELD ARTILLERY    . QUARTERMASTER CORPS    . INFANTRY    . MEDICAL DEPARTMENT 8  . ARMORED FORCE    . SIGNAL CORPS    . COAST ARTILLERY    . ANTI-AIRCRAFT    . AIR CORPS    . TRANSPORTATION CORPS    . ORDNANCE DEPARTMENT    . CHEMICAL WARFARE SERVICE    . MILITARY POLICE 1  . TANK DESTROYER    . OTHER    . NO ANSWER 
"Q.8. HOW LONG HAVE YOU BEEN IN THE ARMY* E. IF YOU HAVE BEEN IN THE ARMY BEFORE, THEN WERE OUT FOR AWHILE, JUST CHECK THE LENGTH OF TIME SINCE YOU ENTERED THIS LAST TIME. IF YOU WERE IN THE NATIONAL GUARD, CHECK THE LENGTH OF TIME SINCE YOUR OUTFIT CAME INTO THE ARMY.    1. 6 MONTHS OR LESS   2. OVER 6 MONTHS UP TO 1 YEAR   3. OVER 1 YEAR UP TO 2 YEARS   4. OVER 2 YEARS UP TO 3 YEARS   5. OVER 3 YEARS UP TO 4 YEARS   6. OVER 4 YEARS   7. NO ANSWER 3 0. NO CODE OR NO DATA "
Q.9. HOW DID YOU COME INTO THE ARMY*    1. I WAS DRAFTED   2. I VOLUNTEERED AFTER PEARL HARBOR   3. I VOLUNTEERED BEFORE PEARL HARBOR   4. I WAS IN THE NATIONAL GUARD   5. I WAS IN THE E.R.C. (ENLISTED RESERVE)   6. NO ANSWER 2 0. NO CODE OR NO DATA X. QUESTIONS  A AND  B CODED TOGETHER. 
"Q.10A. HAVE YOU SERVED OVERSEAS IN THIS WAR*  Q.10B. IF YOU HAVE SERVED OVERSEAS, FOR HOW LONG DID YOU SERVE*    1. SIX MONTHS OR LESS   2. OVER SIX MONTHS UP TO ONE YEAR   3. OVER ONE YEAR UP TO   MONTHS   4. OVER   MONTHS UP TO TWO YEARS   5. OVER TWO YEARS   6. NO, HAVE NEVER SERVED OVERSEAS   0. NO ANSWER X. QUESTIONS  A AND  B CODED TOGETHER. "
"Q.11A. HAVE YOU BEEN IN ACTUAL COMBAT IN THIS WAR*  Q.11B. IF ""YES,"" LIST THE CAMPAIGNS YOU HAVE BEEN IN.    1. YES, ONE CAMPAIGN   2. YES, TWO CAMPAIGNS   3. YES, THREE CAMPAIGNS   4. YES, FOUR CAMPAIGNS   5. YES, FIVE OR MORE CAMPAIGNS   6. NO CAMPAIGNS OR YES WITH NO INDICATION OF HOW MANY CAMPAIGNS   7. NO ANSWER   0. NO CODE OR NO DATA P. THE WAR DEPARTMENT WOULD LIKE ENLISTED MEN,S OPINIONS ON WHO SHOULD GET OUT OF THE ARMY FIRST AFTER THE WAR. THOSE MEN PHYSICALLY DISABLED FROM COMBAT OR DISEASE, WILL OF COURSE BE LET OUT FIRST. BUT AFTER THAT GROUP, WHO SHOULD BE PICKED* "
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. THE MEN OVER   YEARS OLD   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. THE MEN WHO HAVE BEEN OVERSEAS LONGEST   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. KEY MEN FOR GETTING CIVILIAN INDUSTRY RUNNING   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. MARRIED MEN WITH CHILDREN   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. MEN WHO HAVE SEEN THE MOST COMBAT   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. MEN WHO HAVE BEEN IN THE ARMY LONGEST   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. SOME OTHER GROUP   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. MARRIED MEN - CHILDREN NOT SPECIFIED OR MARRIED MEN - NO CHILDREN (NO OTHER CONDITIONS)   2. NOT CHOSEN 
Q.12. SUPPOSE THAT JUST ONE THING COULD BE CONSIDERED IN DECIDING WHO SHOULD BE LET OUT OF THE ARMY FIRST. WHICH ONE OF THE GROUPS OF MEN SHOULD BE LET OUT FIRST*    1. NO ANSWER   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. THE MEN OVER   YEARS OLD   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. THE MEN WHO HAVE BEEN OVERSEAS LONGEST   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. KEY MEN FOR GETTING CIVILIAN INDUSTRY RUNNING   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. MARRIED MEN WITH CHILDREN   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. MEN WHO HAVE SEEN THE MOST COMBAT   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. MEN WHO HAVE BEEN IN THE ARMY LONGEST   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. SOME OTHER GROUP   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. MARRIED MEN - CHILDREN NOT SPECIFIED OR MARRIED MEN - NO CHILDREN (NO OTHER CONDITION)   2. NOT CHOSEN 
Q.13. NOW WHICH GROUP DO YOU THINK SHOULD BE LET OUT NEXT*    1. NO ANSWER   2. NOT CHOSEN 
Q.14. WHICH ONE OF THE FOLLOWING GROUPS SHOULD BE LET OUT OF THE ARMY LAST*    1. MEN UNDER   YEARS OLD   2. NOT CHOSEN 
Q.14. WHICH ONE OF THE FOLLOWING GROUPS SHOULD BE LET OUT OF THE ARMY LAST*    1. MEN WHO ARE NOT MARRIED   2. NOT CHOSEN 
"Q.14. WHICH ONE OF THE FOLLOWING GROUPS SHOULD BE LET OUT OF THE ARMY LAST*    1. MEN WHO HAVE BEEN IN THE ARMY THE SHORTEST TIME, NO MATTER WHETHER THEY ARE OVERSEAS OR NOT   2. NOT CHOSEN "
"Q.14. WHICH ONE OF THE FOLLOWING GROUPS SHOULD BE LET OUT OF THE ARMY LAST*    1. MEN WHO HAVE NOT BEEN OVERSEAS, NO MATTER HOW LONG THEY HAVE BEEN IN THE ARMY   2. NOT CHOSEN "
Q.14. WHICH ONE OF THE FOLLOWING GROUPS SHOULD BE LET OUT OF THE ARMY LAST*    1. NONE OF THESE GROUPS SHOULD BE KEPT IN THE ARMY LONGER THAN ANY OTHER GROUP   2. NOT CHOSEN 
