CARD.  1. CARD ONE 
DECK.  199. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.1. WHAT KIND OF OUTFIT ARE YOU IN*  01. RIFLE 02. MACHINE GUN SECTION - LIGHT AND HEAVY 03. MORTAR SECTION 04. TANK CREW 05. GUN CREW - FIELD ARTILLERY 06. ANTI-TANK 07. HEADQUARTERS COMPANY 08. CANNON CO. 09. HEAVY WEAPONS 10. MEDICS 11. TANK DESTROYER 12. ARMORED CAR 13. ANTI-AIRCRAFT 14. BN. HQ. 15. DIV. ARTY. HQ. 16. SIGNAL 17. COMBAT ENGR. 18. M.P. 19. REGIMENT HQ. 20. RECON. PLT. 21. FIELD ARTILLERY MOBILE INCLUDING FORWARD OBSERVERS 00. NO ANSWER 
"Q.2. ABOUT HOW MANY DAYS ALTOGETHER HAVE YOU BEEN IN COMBAT SINCE THE FIRST OF SEPTEMBER, 1944*  1. NO DAYS IN COMBAT 2. 1-29 DAYS (LESS THAN 1 MONTH) 3. 30-44 DAYS (1 MONTH UP TO 1 1/2 MONTHS) 4. 45-59 DAYS (1 1/2 UP TO 2 MONTHS) 5. 60-74 DAYS (2 UP TO 2 1/2 MONTHS) 6. 75-104 DAYS (2 1/2 UP TO 3 MONTHS) 7. 105-134 DAYS (3 UP TO 3 1/2 MONTHS) 8. 135-149 DAYS (3 1/2 UP TO 4 MONTHS) 9. NO ANSWER "
"Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  1.(A) JACKET, COMBAT 2. NOT CHOSEN "
"Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  731 1.(B) JACKET, FIELD, 43 (BUSH JACKET) 397 2. NOT CHOSEN "
"Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  555 1.(C) JACKET, FIELD, O.D. 573 2. NOT CHOSEN "
Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  21 1. NONE OF THESE THREE CHECKED 1107 2. NOT CHOSEN 
"Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  69 1.(D) JACKET, PILE 1059 2. NOT CHOSEN "
"Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  33 1.(E) JACKET, FIELD, WOOL (BATTLE JACKET) 1095 2. NOT CHOSEN "
Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  141 1.(F) MACKINAW 987 2. NOT CHOSEN 
Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  57 1.(G) SOMETHING ELSE 1071 2. NOT CHOSEN 
Q.3. WHICH OF THE FOLLOWING KINDS OF JACKETS HAVE YOU YOURSELF WORN IN COMBAT DURING COLD WEATHER*  852 1. NONE OF THESE CHECKED 276 2. NOT CHOSEN 
"Q.4. IF YOU WERE GOING TO WEAR JUST ONE OF THE FOLLOWING JACKETS FOR WINTER COMBAT USE, WHICH ONE WOULD YOU TAKE AS YOUR FIRST CHOICE*  1.(A) JACKET, COMBAT 2.(B) JACKET, FIELD, 43 (BUSH JACKET) 3.(C) JACKET, FIELD, O.D. 4.(D) JACKET, PILE 5.(E) JACKET, FIELD, WOOL (BATTLE JACKET) 6.(F) MACKINAW 7.(G) SOMETHING ELSE 8. CAN,T TELL WHICH IS 1ST CHOICE 0. NO ANSWER "
"Q.5A. IF YOU COULDN,T GET THE KIND OF JACKET YOU CHECKED ABOVE, WHAT ONE WOULD BE YOUR SECOND CHOICE*  1. (A) JACKET, COMBAT 2. (B) JACKET, FIELD, 43 (BUSH JACKET) 3. (C) JACKET, FIELD, O.D. 4. (D) JACKET, PILE 5. (E) JACKET, FIELD, WOOL (BATTLE JACKET) 6. (F) MACKINAW 7. (G) SOMETHING ELSE 8. MORE THAN ONE CHECKED BUT CAN,T TELL WHICH IS FIRST AND SECOND CHOICE 0. NO ANSWER OR NO INDICATION OF MORE THAN FIRST CHOICE "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  1. CHECKED ""A"" AND ANOTHER ITEM 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  16 1. CHECKED ""B"" AND ANOTHER ITEM 1112 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  1 1. CHECKED ""C"" AND ANOTHER ITEM 1127 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  14 1. CHECKED ""D"" AND ANOTHER ITEM 1114 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  3 1. CHECKED ""E"" AND ANOTHER ITEM 1125 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  2 1. CHECKED ""F"" AND ANOTHER ITEM 1126 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  0 1. CHECKED ""G"" AND ANOTHER ITEM 1128 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  1101 1. QUESTIONS 4 AND 5 ANSWERED CORRECTLY, OR NO INDETERMINATE ANSWERS AS TO FIRST AND SECOND CHOICE 27 2. NOT CHOSEN "
"V.5B. INDETERMINATE CHECKS ONLY - CAN,T TELL WHICH IS FIRST AND WHICH SECOND CHOICE. Z. EXAMPLE: IF A AND D CHECKED WITH NO INDICATION OF WHICH FIRST AND WHICH SECOND CODE COL. 23 AND COL. 26.  2 1. NO ANSWER 1126 2. NOT CHOSEN "
"Q.6. HAVE YOU WORN ONE OF THESE COMBAT SWEATERS (SWEATER, HIGH NECK) UNDER FIELD CONDITIONS*  1. YES, HAVE WORN THIS TYPE SWEATER 2. HAVE WORN OTHER KINDS OF SWEATERS BUT NOT THIS TYPE 3. NO, HAVE NOT WORN ANY KIND OF SWEATER IN COMBAT 0. NO ANSWER "
"Q.7. DO YOU FEEL THAT MEN IN COMBAT NEED TO WEAR A SWEATER OF THIS TYPE DURING WINTER WEATHER*  1. YES, NEED A SWEATER OF THIS TYPE 2. NEED SOME OTHER TYPE OF SWEATER 3. NO, DON,T NEED A SWEATER FOR COMBAT WEAR 0. NO ANSWER "
